time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,day_forecast_wet_bulb_strike_dev,day_forecast_apparent_temperature_strike_dev,day_forecast_dew_point_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,kalshi_dist_entropy,impact,result,outcome
2025-04-12 10:01:06.817374,d1ec7866-ada5-40bb-ac5b-c2af73164f8e,KXHIGHNY-25APR13-B57.5,136673.183,16,1.0,57.5,33,67,1,57.5,0.0,-9.9,-7.5,-17.7,-21.0,21.0,41.0,21.7,100,0,34453.17,36.4,16.8,100,0,0.0,0.0,8.0,0.0,0.5,0,0,0,33,0,0,-115.385,64.0,67,1
2025-04-12 10:01:06.817374,900bd1de-d128-4ced-9beb-53444453727a,KXHIGHNY-25APR13-B57.5,136673.183,10,1.0,57.5,39,61,1,57.5,0.0,-9.9,-7.5,-17.7,-21.0,21.0,41.0,21.7,100,0,34453.17,36.4,16.8,100,0,0.0,0.0,8.0,0.0,0.5,0,0,0,39,0,0,-142.879,58.0,61,1
2025-04-12 10:01:25.119797,f31fd3b1-f00f-49fa-a73d-be6c843335da,KXHIGHNY-25APR13-B57.5,136654.88,4,1.0,57.5,39,61,1,57.5,0.0,-9.9,-7.5,-17.7,-21.0,21.0,41.0,21.7,100,0,34453.17,36.4,16.8,100,0,0.0,0.0,8.0,0.0,0.5,0,0,0,39,0,0,-142.879,58.056,61,1
2025-04-12 10:12:44.234466,d1e8d5d2-a013-4263-bfa3-5526e8d5f330,KXHIGHNY-25APR13-B59.5,135975.766,25,3.0,58.242,23,77,1,57.5,-2.0,-11.9,-9.5,-19.7,-23.0,21.0,41.0,21.7,100,0,34453.17,36.4,16.8,100,0,-1.258,-0.742,8.0,0.0,0.5,0,0,0,39,23,0,-214.995,-20.0,-23,0
2025-04-12 10:12:44.234466,748b0ce1-7e5e-4ade-b5aa-db2748c2ebf9,KXHIGHNY-25APR13-B59.5,135975.766,10,3.0,58.0,13,87,1,57.5,-2.0,-11.9,-9.5,-19.7,-23.0,21.0,41.0,21.7,100,0,34453.17,36.4,16.8,100,0,-1.5,-0.5,8.0,0.0,0.5,0,0,0,39,13,0,-176.223,-9.0,-13,0
2025-04-12 10:12:46.434314,872b6c78-12df-4dbc-88f0-9169dbc62688,KXHIGHNY-25APR13-B53.5,135973.566,46,-3.0,57.336,9,91,0,57.5,4.0,-5.9,-3.5,-13.7,-17.0,21.0,41.0,21.7,100,0,34453.17,36.4,16.8,100,0,3.836,0.164,8.0,0.0,0.5,0,9,0,39,13,0,-195.998,8.0,9,0
2025-04-12 10:12:47.542284,9ddaf049-f854-4a94-b822-367e16d7252b,KXHIGHNY-25APR13-B55.5,135972.458,37,-1.0,56.866,21,79,0,57.5,2.0,-7.9,-5.5,-15.7,-19.0,21.0,41.0,21.7,100,0,34453.17,36.4,16.8,100,0,1.366,0.634,8.0,0.0,0.5,0,9,21,39,13,0,-259.933,20.0,21,0
2025-04-12 10:13:08.095290,d07f3152-3342-4f33-86bc-b5a62cc47bed,KXHIGHNY-25APR13-B53.5,135951.905,2,-3.0,56.95,7,93,1,57.5,4.0,-5.9,-3.5,-13.7,-17.0,21.0,41.0,21.7,100,0,34453.17,36.4,16.8,100,0,3.45,0.55,8.0,0.0,0.5,0,7,21,39,13,0,-253.78,-6.0,-7,0
2025-04-12 10:13:08.095290,39108060-3a2b-410c-80df-07a65b53f3fe,KXHIGHNY-25APR13-B53.5,135951.905,3,-3.0,56.95,7,93,1,57.5,4.0,-5.9,-3.5,-13.7,-17.0,21.0,41.0,21.7,100,0,34453.17,36.4,16.8,100,0,3.45,0.55,8.0,0.0,0.5,0,7,21,39,13,0,-253.78,-6.0,-7,0
2025-04-12 10:13:08.657115,db07c289-952c-48aa-8546-3d94ef3493be,KXHIGHNY-25APR13-B59.5,135951.343,16,3.0,57.33,27,73,0,57.5,-2.0,-11.9,-9.5,-19.7,-23.0,21.0,41.0,21.7,100,0,34453.17,36.4,16.8,100,0,-2.17,0.17,8.0,0.0,0.5,0,7,21,39,27,0,-309.423,25.887,27,0
