time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,forecast,yes_price,no_price,taker_side,kalshi_strike_delta,forecast_strike_delta,forecast_bucket_delta,kalshi_forecast_delta,strike_m_3.5,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_3.5,entropy,impact,result,outcome
2025-03-29 10:19:27.762690,ce634f01-c8c3-446e-bea5-e2e7b02d5c05,KXHIGHNY-25MAR30-B55.5,135572.237,6,-1.0,55.5,46.1,23,77,0,0.0,-9.4,66.9,-9.4,0.0,0.0,23.0,0.0,0.0,0.0,-72.116,22.0,23,0
2025-03-29 14:20:43.051603,e1c92b2c-638a-487f-a107-f25265acac2f,KXHIGHNY-25MAR30-B55.5,121096.948,162,-1.0,55.5,46.1,46,54,1,0.0,-9.4,66.9,-9.4,0.0,0.0,46.0,0.0,0.0,0.0,-176.118,-45.0,-46,0
2025-03-29 14:20:43.051603,cb2e0661-6c0e-42b3-82ed-5565a956ec6f,KXHIGHNY-25MAR30-B55.5,121096.948,5,-1.0,55.5,46.1,45,55,1,0.0,-9.4,66.9,-9.4,0.0,0.0,45.0,0.0,0.0,0.0,-171.3,-44.0,-45,0
2025-03-29 16:07:35.266758,760b8b7d-b4d1-4c3f-8350-9bf353067cc8,KXHIGHNY-25MAR30-B53.5,114684.733,10,-3.0,54.817,46.1,21,79,1,1.317,-7.4,64.9,-8.717,0.0,21.0,40.5,0.0,0.0,0.0,-213.838,-20.0,-21,0
2025-03-29 16:08:37.883727,d60c75c7-c4f0-455b-90cd-e2c64522c50a,KXHIGHNY-25MAR30-T53,114622.116,10,-3.5,54.43,46.1,15,85,1,1.43,-6.9,62.9,-8.33,15.0,18.9,36.45,0.0,0.0,0.0,-227.243,84.0,85,1
2025-03-29 16:08:37.883727,8c47a2b4-8ba9-4bfe-afff-52afd17c8d17,KXHIGHNY-25MAR30-T53,114622.116,2,-3.5,54.355,46.1,17,83,1,1.355,-6.9,62.9,-8.255,17.0,17.01,32.805,0.0,0.0,0.0,-210.876,82.0,83,1
2025-03-29 16:09:57.324044,3f07f340-2dcf-46f0-a8d0-d89d6a10a0de,KXHIGHNY-25MAR30-T53,114542.676,11,-3.5,54.318,46.1,17,83,1,1.318,-6.9,62.9,-8.218,17.0,15.309,29.525,0.0,0.0,0.0,-189.881,82.0,83,1
2025-03-29 16:11:17.879983,30d7cb6c-ebef-4100-8fe0-8d0b2abc3f14,KXHIGHNY-25MAR30-B53.5,114462.12,32,-3.0,54.224,46.1,21,79,1,0.724,-7.4,64.9,-8.124,15.3,21.0,26.572,0.0,0.0,0.0,-192.824,-20.0,-21,0
2025-03-29 16:13:45.142541,58013249-119a-4195-9a54-7f3b9a0121a1,KXHIGHNY-25MAR30-B57.5,114314.857,6,1.0,55.334,46.1,29,71,1,-2.166,-11.4,68.9,-9.234,13.77,18.9,23.915,29.0,0.0,0.0,-265.231,-28.0,-29,0
2025-03-29 16:13:57.351278,4e2639d8-29af-4b13-8cc0-ea18bea3cf07,KXHIGHNY-25MAR30-B53.5,114302.649,5,-3.0,55.035,46.1,32,68,1,1.535,-7.4,64.9,-8.935,12.393,32.0,21.523,26.1,0.0,0.0,-293.293,-31.0,-32,0
2025-03-29 16:14:14.358969,b574b521-eaa1-4434-8b63-c9d99acdeb76,KXHIGHNY-25MAR30-T53,114285.641,11,-3.5,54.901,46.1,17,83,1,1.901,-6.9,62.9,-8.801,17.0,28.8,19.371,23.49,0.0,0.0,-276.503,82.0,83,1
2025-03-29 16:14:49.073707,c37b1b29-f6ad-431b-bc7b-d2df909ebef4,KXHIGHNY-25MAR30-T53,114250.926,5,-3.5,54.861,46.1,17,83,1,1.861,-6.9,62.9,-8.761,17.0,25.92,17.434,21.141,0.0,0.0,-246.874,82.0,83,1
2025-03-29 16:15:02.278086,17a4eda2-04c5-4e6b-8a67-2dcf5d04544b,KXHIGHNY-25MAR30-T53,114237.722,11,-3.5,54.819,46.1,17,83,1,1.819,-6.9,62.9,-8.719,17.0,23.328,15.691,19.027,0.0,0.0,-220.887,82.0,83,1
2025-03-29 16:32:03.640910,a5317a15-ae1d-41c4-9eb8-22d890238609,KXHIGHNY-25MAR30-T53,113216.359,10,-3.5,54.943,46.1,11,89,0,1.943,-6.9,62.9,-8.843,11.0,20.995,14.121,17.124,0.0,0.0,-176.323,-88.0,-89,1
2025-03-29 16:35:23.035247,403b2a63-94fa-45c2-9493-9654fe2acec1,KXHIGHNY-25MAR30-T53,113016.965,5,-3.5,54.906,46.1,11,89,0,1.906,-6.9,62.9,-8.806,11.0,18.896,12.709,15.412,0.0,0.0,-156.375,-88.0,-89,1
2025-03-29 16:37:04.384633,dbe2dcd5-76f2-4c79-b371-ea0a9bbfb416,KXHIGHNY-25MAR30-B57.5,112915.615,5,1.0,54.862,46.1,13,87,0,-2.638,-11.4,68.9,-8.762,9.9,17.006,11.438,13.0,0.0,0.0,-132.104,12.0,13,0
2025-03-29 16:43:05.848843,dfe07f7c-fa84-45ea-956a-ef7a18f74e86,KXHIGHNY-25MAR30-B55.5,112554.151,50,-1.0,55.066,46.1,32,68,1,-0.434,-9.4,66.9,-8.966,8.91,15.306,32.0,11.7,0.0,0.0,-200.925,-31.0,-32,0
2025-03-29 17:18:45.559139,0f8cace4-0bf8-45e8-9543-9513181b1af5,KXHIGHNY-25MAR30-B55.5,110414.441,4,-1.0,55.152,46.1,44,56,1,-0.348,-9.4,66.9,-9.052,8.019,13.775,44.0,10.53,0.0,0.0,-244.118,-43.0,-44,0
2025-03-29 17:43:13.170763,2f2904ad-7db4-46c0-b45f-fa9cbf66abe5,KXHIGHNY-25MAR30-B53.5,108946.829,1,-3.0,54.704,46.1,38,62,1,1.204,-7.4,64.9,-8.604,7.217,38.0,39.6,9.477,0.0,0.0,-319.487,-36.919,-38,0
2025-03-29 17:48:52.632982,b0a8af18-2d6d-447e-b72b-afbc44158ebf,KXHIGHNY-25MAR30-B55.5,108607.367,2,-1.0,54.775,46.1,44,56,1,-0.725,-9.4,66.9,-8.675,6.495,34.2,44.0,8.529,0.0,0.0,-317.743,-42.894,-44,0
2025-03-29 17:49:19.098401,24c7808c-2d0a-4ff6-b59e-aa57b4ed2f62,KXHIGHNY-25MAR30-B53.5,108580.902,54,-3.0,54.998,46.1,12,88,0,1.498,-7.4,64.9,-8.898,3.835,12.0,25.982,5.036,0.0,0.0,-127.749,10.923,12,0
2025-03-29 17:49:19.098401,2a19cd57-22a4-4e0e-aa63-59f2a54ec59d,KXHIGHNY-25MAR30-B53.5,108580.902,5,-3.0,54.763,46.1,23,77,0,1.263,-7.4,64.9,-8.663,4.262,23.0,28.868,5.596,0.0,0.0,-185.008,21.759,23,0
2025-03-29 17:49:19.098401,2411ba6a-3109-4225-b69e-2ad6e369b69f,KXHIGHNY-25MAR30-B53.5,108580.902,25,-3.0,54.924,46.1,13,87,0,1.424,-7.4,64.9,-8.824,3.452,13.0,23.383,4.533,0.0,0.0,-118.177,11.921,13,0
2025-03-29 17:49:19.098401,77803be6-82fa-43e6-a9b6-18993f556fe7,KXHIGHNY-25MAR30-B53.5,108580.902,50,-3.0,54.879,46.1,22,78,0,1.379,-7.4,64.9,-8.779,5.261,22.0,35.64,6.909,0.0,0.0,-217.45,20.747,22,0
2025-03-29 17:49:19.098401,d4ae4535-3ec5-49d9-bc3e-0eb006388c1a,KXHIGHNY-25MAR30-B53.5,108580.902,50,-3.0,54.963,46.1,20,80,0,1.463,-7.4,64.9,-8.863,5.846,20.0,39.6,7.676,0.0,0.0,-231.564,18.85,20,0
2025-03-29 17:49:19.098401,4fa5d7c2-d8bd-420e-91b6-3275f38df6c0,KXHIGHNY-25MAR30-B53.5,108580.902,30,-3.0,54.92,46.1,18,82,0,1.42,-7.4,64.9,-8.82,4.735,18.0,32.076,6.218,0.0,0.0,-181.996,16.741,18,0
2025-03-29 18:16:09.627756,3c8e82af-646d-4117-9848-472a511f0d28,KXHIGHNY-25MAR30-B57.5,106970.372,2,1.0,55.099,46.1,7,93,0,-2.401,-11.4,68.9,-8.999,3.107,11.7,21.045,7.0,0.0,0.0,-110.038,6.0,7,0
2025-03-29 18:16:09.627756,2837f3e9-be4f-40aa-b4af-8a0125d3ef28,KXHIGHNY-25MAR30-B57.5,106970.372,5,1.0,55.201,46.1,8,92,0,-2.299,-11.4,68.9,-9.101,2.796,10.53,18.941,8.0,0.0,0.0,-100.01,7.0,8,0
