time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,forecast,yes_price,no_price,taker_side,kalshi_strike_delta,forecast_strike_delta,forecast_bucket_delta,kalshi_forecast_delta,strike_m_3.5,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_3.5,entropy,impact,result,outcome
2025-01-17 10:25:18.861202,7a4599d2-d8b8-43f7-ae87-322780eb1408,KXHIGHNY-25JAN18-B47.5,135221.139,6,3.0,47.5,44.7,7,93,0,0.0,-2.8,48.3,-2.8,0.0,0.0,0.0,0.0,7.0,0.0,-13.621,3.0,7,0
2025-01-17 10:25:38.457493,66561eb4-1b0b-49d1-be00-7a6669c54d16,KXHIGHNY-25JAN18-B43.5,135201.543,5,-1.0,44.957,44.7,11,89,0,1.457,1.2,44.3,-0.257,0.0,0.0,11.0,0.0,6.3,0.0,-37.972,10.0,11,0
2025-01-17 11:41:51.316645,404dc341-380a-4d38-b2e5-60001b2d4d06,KXHIGHNY-25JAN18-T48,130628.683,20,3.5,45.303,44.7,2,98,0,-2.697,-3.3,47.3,-0.603,0.0,0.0,9.9,0.0,5.67,2.0,-33.921,1.0,2,0
2025-01-17 12:30:24.368520,b98fc107-2211-4179-bfb5-8b8738a17c33,KXHIGHNY-25JAN18-T41,127715.631,1,-3.5,44.269,44.7,5,95,1,3.269,3.7,40.3,0.431,5.0,0.0,8.91,0.0,5.103,1.8,-36.91,-4.0,-5,0
2025-01-17 12:30:24.696650,9ab4954f-4663-4292-8d69-379fa9b54495,KXHIGHNY-25JAN18-B41.5,127715.303,1,-3.0,43.441,44.7,8,92,1,1.941,3.2,42.3,1.259,4.5,8.0,8.019,0.0,4.593,1.62,-47.881,-3.0,-8,0
2025-01-17 12:30:24.933221,106d9487-35cf-4a1b-8812-3173d4c50ddb,KXHIGHNY-25JAN18-B43.5,127715.067,1,-1.0,43.469,44.7,29,71,0,-0.031,1.2,44.3,1.231,4.05,7.2,29.0,0.0,4.133,1.458,-123.945,28.0,29,0
2025-01-17 12:30:25.211065,9ada3ddd-e7d7-4a29-b9a4-df843a979793,KXHIGHNY-25JAN18-B45.5,127714.789,1,1.0,44.493,44.7,42,58,0,-1.007,-0.8,46.3,0.207,3.645,6.48,26.1,42.0,3.72,1.312,-264.186,-57.0,-58,1
2025-01-17 12:30:25.526760,b6eb4b2a-e51d-4ccb-abe1-bb37edaaa940,KXHIGHNY-25JAN18-B47.5,127714.473,1,3.0,44.928,44.7,16,84,0,-2.572,-2.8,48.3,-0.228,3.28,5.832,23.49,37.8,16.0,1.181,-270.188,12.0,16,0
2025-01-17 12:32:10.426229,58ed41c2-56e0-407e-97a1-84dd58d9c9be,KXHIGHNY-25JAN18-B43.5,127609.574,1,-1.0,44.769,44.7,31,69,1,1.269,1.2,44.3,-0.069,2.952,5.249,31.0,34.02,14.4,1.063,-276.812,-30.0,-31,0
2025-01-17 12:32:16.770520,dd1466fd-8ad1-4c4e-bdc5-a4dd1fd147ca,KXHIGHNY-25JAN18-B45.5,127603.229,3,1.0,44.887,44.7,46,54,1,-0.613,-0.8,46.3,-0.187,2.657,4.724,27.9,46.0,12.96,0.957,-312.077,52.658,54,1
2025-01-17 12:45:16.909420,f505aaf9-0ec5-46e4-9147-9e0ae8906777,KXHIGHNY-25JAN18-B43.5,126823.091,13,-1.0,44.827,44.7,29,71,0,1.327,1.2,44.3,-0.127,2.391,4.252,29.0,41.4,11.664,0.861,-288.558,28.0,29,0
2025-01-17 13:54:30.163972,0036c941-89de-45f5-96e6-b893e0faf432,KXHIGHNY-25JAN18-B45.5,122669.836,17,1.0,44.864,44.7,42,58,0,-0.636,-0.8,46.3,-0.164,2.152,3.826,26.1,42.0,10.498,0.775,-273.387,-55.178,-58,1
2025-01-17 14:08:39.768706,da9a8d84-b0a1-4b4f-9bac-0a93e910b9ee,KXHIGHNY-25JAN18-B45.5,121820.231,32,1.0,44.882,44.7,40,60,0,-0.618,-0.8,46.3,-0.182,1.937,3.444,23.49,40.0,9.448,0.697,-248.209,-57.229,-60,1
2025-01-17 14:08:39.768706,3d60d2bc-665e-426c-bb03-70d9e6186801,KXHIGHNY-25JAN18-B45.5,121820.231,18,1.0,44.93,44.7,42,58,0,-0.57,-0.8,46.3,-0.23,1.743,3.099,21.141,42.0,8.503,0.628,-243.871,-55.147,-58,1
2025-01-17 14:20:24.280252,1068596a-8165-4bc0-ad33-e70dc88a8133,KXHIGHNY-25JAN18-B43.5,121115.72,89,-1.0,44.705,44.7,32,68,1,1.205,1.2,44.3,-0.005,1.569,2.789,32.0,37.8,7.653,0.565,-267.024,-31.0,-32,0
