time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,day_forecast_wet_bulb_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,kalshi_dist_entropy,impact,result,outcome
2025-02-16 10:12:22.848990,750015a8-3c85-42a8-a91e-73f5c8746ed5,KXHIGHNY-25FEB17-T38,135997.151,25,5.0,39.5,23,77,1,36.3,-3.2,-9.1,-6.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,0.0,-3.2,0.0,0.0,2.4,0,0,0,0,0,23,-72.116,-22.0,-23,0
2025-02-16 10:12:22.848990,2dc86d11-ad70-4647-bfb0-0e03decb8ba1,KXHIGHNY-25FEB17-T38,135997.151,10,5.0,39.5,13,87,1,36.3,-3.2,-9.1,-6.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,0.0,-3.2,0.0,0.0,2.4,0,0,0,0,0,13,-33.344,-12.0,-13,0
2025-02-16 10:12:22.976438,e7bc77ae-14cb-40fa-9080-8cb704d38f73,KXHIGHNY-25FEB17-B37.5,135997.024,40,3.0,38.078,32,68,0,36.3,-1.2,-7.1,-4.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,0.578,-1.778,0.0,0.0,2.4,0,0,0,0,32,13,-144.248,31.0,32,0
2025-02-16 10:12:23.047426,9a017304-ec05-4b9f-8a55-78199a92ed95,KXHIGHNY-25FEB17-B35.5,135996.953,40,1.0,37.258,21,79,0,36.3,0.8,-5.1,-2.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,1.758,-0.958,0.0,0.0,2.4,0,0,0,21,32,13,-208.183,-78.0,-79,1
2025-02-16 10:12:23.050553,64506896-2817-424e-a28c-dc765c086a05,KXHIGHNY-25FEB17-T38,135996.949,40,5.0,38.09,52,48,0,36.3,-3.2,-9.1,-6.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,-1.41,-1.79,0.0,0.0,2.4,0,0,0,21,32,52,-380.303,42.672,52,0
2025-02-16 10:12:23.112319,2545b415-6255-4a5e-8820-722667516f54,KXHIGHNY-25FEB17-B33.5,135996.888,40,-1.0,37.691,10,90,0,36.3,2.8,-3.1,-0.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,4.191,-1.391,0.0,0.0,2.4,0,0,10,21,32,52,-403.329,9.0,10,0
2025-02-16 10:12:23.114484,e22fb08d-4e54-48bc-9b5a-c6eac401f464,KXHIGHNY-25FEB17-B31.5,135996.886,40,-3.0,37.638,1,99,0,36.3,4.8,-1.1,1.9,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,6.138,-1.338,0.0,0.0,2.4,0,1,10,21,32,52,-403.329,0.0,1,0
2025-02-16 10:12:23.231721,2deb427b-d452-4c45-b0e3-33ddcb724a2f,KXHIGHNY-25FEB17-B33.5,135996.768,8,-1.0,37.638,10,90,0,36.3,2.8,-3.1,-0.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,4.138,-1.338,0.0,0.0,2.4,0,1,10,21,32,52,-403.329,9.0,10,0
2025-02-16 10:12:23.231721,796f4e40-30d4-402f-9c12-d8d0fc663a99,KXHIGHNY-25FEB17-B33.5,135996.768,58,-1.0,37.786,6,94,0,36.3,2.8,-3.1,-0.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,4.286,-1.486,0.0,0.0,2.4,0,1,6,21,32,52,-391.054,5.0,6,0
2025-02-16 10:12:29.695454,afab77fc-af9e-4927-ae05-22f0f083e8c6,KXHIGHNY-25FEB17-B33.5,135990.305,42,-1.0,37.786,6,94,0,36.3,2.8,-3.1,-0.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,4.286,-1.486,0.0,0.0,2.4,0,1,6,21,32,52,-391.054,5.0,6,0
2025-02-16 10:13:07.078035,a74f1d39-14eb-45ff-b3fd-fb5f82e5e696,KXHIGHNY-25FEB17-B33.5,135952.922,31,-1.0,37.786,6,94,1,36.3,2.8,-3.1,-0.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,4.286,-1.486,0.0,0.0,2.4,0,1,6,21,32,52,-391.054,-5.0,-6,0
2025-02-16 10:13:07.339325,28e7ad3b-1452-41bf-bc01-ee7d6779f2fb,KXHIGHNY-25FEB17-B35.5,135952.661,48,1.0,37.985,12,88,1,36.3,0.8,-5.1,-2.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,2.485,-1.685,0.0,0.0,2.4,0,1,6,12,32,52,-356.938,87.0,88,1
2025-02-16 10:13:07.675202,6e4988a8-43a9-46b5-bdc1-83e5e5689eb0,KXHIGHNY-25FEB17-T38,135952.325,6,5.0,37.985,52,48,0,36.3,-3.2,-9.1,-6.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,-1.515,-1.685,0.0,0.0,2.4,0,1,6,12,32,52,-356.938,44.11,52,0
2025-02-16 10:13:11.429023,6f893984-13be-497a-b90a-494a0f671d53,KXHIGHNY-25FEB17-B33.5,135948.571,19,-1.0,37.985,6,94,0,36.3,2.8,-3.1,-0.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,4.485,-1.685,0.0,0.0,2.4,0,1,6,12,32,52,-356.938,5.0,6,0
2025-02-16 10:14:06.684961,55033e5a-bd06-40b1-9e9c-6889bb29e3fd,KXHIGHNY-25FEB17-B33.5,135893.315,22,-1.0,37.985,6,94,1,36.3,2.8,-3.1,-0.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,4.485,-1.685,0.0,0.0,2.4,0,1,6,12,32,52,-356.938,-5.0,-6,0
2025-02-16 10:14:06.933036,894f52f3-0b85-4418-b3e8-7653f3bba7ff,KXHIGHNY-25FEB17-B35.5,135893.067,43,1.0,37.985,12,88,1,36.3,0.8,-5.1,-2.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,2.485,-1.685,0.0,0.0,2.4,0,1,6,12,32,52,-356.938,87.0,88,1
2025-02-16 10:14:13.942239,65f2de18-73d7-4008-a9b4-18392430d254,KXHIGHNY-25FEB17-T38,135886.058,38,5.0,37.971,51,49,0,36.3,-3.2,-9.1,-6.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,-1.529,-1.671,0.0,0.0,2.4,0,1,6,12,32,51,-351.996,44.32,51,0
2025-02-16 10:14:14.154693,80886ea1-d2bc-4481-a4a6-eadd7bc1bcba,KXHIGHNY-25FEB17-T38,135885.845,32,5.0,37.971,51,49,0,36.3,-3.2,-9.1,-6.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,-1.529,-1.671,0.0,0.0,2.4,0,1,6,12,32,51,-351.996,44.217,51,0
2025-02-16 10:15:22.313683,4f47e319-7ee7-4a2f-ae50-8664b721230d,KXHIGHNY-25FEB17-T38,135817.686,20,5.0,37.955,50,50,0,36.3,-3.2,-9.1,-6.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,-1.545,-1.655,0.0,0.0,2.4,0,1,6,12,32,50,-347.074,43.964,50,0
2025-02-16 10:15:45.890280,a919ea6d-b948-4303-865c-84772440f852,KXHIGHNY-25FEB17-T38,135794.11,12,5.0,37.971,51,49,1,36.3,-3.2,-9.1,-6.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,-1.529,-1.671,0.0,0.0,2.4,0,1,6,12,32,51,-351.996,-44.968,-51,0
2025-02-16 10:18:10.290462,c883b93a-3233-4947-8f9b-208fca4b9f97,KXHIGHNY-25FEB17-B37.5,135649.71,6,3.0,37.971,32,68,0,36.3,-1.2,-7.1,-4.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,0.471,-1.671,0.0,0.0,2.4,0,1,6,12,32,51,-351.996,31.0,32,0
2025-02-16 10:18:10.290462,973c0027-4c93-4633-8398-21b51cd06a70,KXHIGHNY-25FEB17-B37.5,135649.71,10,3.0,37.971,32,68,0,36.3,-1.2,-7.1,-4.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,0.471,-1.671,0.0,0.0,2.4,0,1,6,12,32,51,-351.996,31.0,32,0
2025-02-16 10:30:34.846521,6a87a25d-afbe-4e2d-8b67-8e8cbad499cb,KXHIGHNY-25FEB17-B37.5,134905.153,18,3.0,37.953,36,64,1,36.3,-1.2,-7.1,-4.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,0.453,-1.653,0.0,0.0,2.4,0,1,6,12,36,51,-370.099,-35.0,-36,0
2025-02-16 10:35:45.410683,ac3015fd-0bcd-4895-88b3-53bd987e0c13,KXHIGHNY-25FEB17-B37.5,134594.589,16,3.0,37.94,39,61,0,36.3,-1.2,-7.1,-4.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,0.44,-1.64,0.0,0.0,2.4,0,1,6,12,39,51,-383.971,38.0,39,0
2025-02-16 10:36:04.185920,d11f2894-3df4-423c-ac99-06a30d91339e,KXHIGHNY-25FEB17-T38,134575.814,20,5.0,37.59,31,69,0,36.3,-3.2,-9.1,-6.1,2.9,74.2,40.9,99,1,35135.71,40.0,15.4,100,97,-1.91,-1.29,0.0,0.0,2.4,0,1,6,12,39,31,-289.902,24.977,31,0
