time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,day_forecast_wet_bulb_strike_dev,day_forecast_apparent_temperature_strike_dev,day_forecast_dew_point_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,kalshi_dist_entropy,impact,result,outcome
2025-01-28 10:04:04.677220,bc54f9f4-b3b8-46aa-aad0-c7a1754dd0ff,KXHIGHNY-25JAN29-B47.5,136495.323,17,3.0,47.5,34,66,1,52.1,4.6,-6.9,-8.4,-20.2,-8.2,12.8,68.0,37.2,100,0,32581.27,56.5,27.2,7,0,0.0,4.6,2.0,0.0,0.0,0,0,0,0,34,0,-119.896,-33.0,-34,0
2025-01-28 10:04:04.677220,5b31e62e-b123-4857-b0dc-4001a819368d,KXHIGHNY-25JAN29-B47.5,136495.323,31,3.0,47.5,42,58,1,52.1,4.6,-6.9,-8.4,-20.2,-8.2,12.8,68.0,37.2,100,0,32581.27,56.5,27.2,7,0,0.0,4.6,2.0,0.0,0.0,0,0,0,0,42,0,-156.982,-41.0,-42,0
2025-01-28 10:12:25.408999,a76e7447-cb03-40f1-8d33-738333842766,KXHIGHNY-25JAN29-T48,135994.591,10,5.0,47.973,13,87,1,52.1,2.6,-8.9,-10.4,-22.2,-10.2,12.8,68.0,37.2,100,0,32581.27,56.5,27.2,7,0,-1.527,4.127,2.0,0.0,0.0,0,0,0,0,42,13,-190.326,86.0,87,1
2025-01-28 10:15:37.382059,cdd3a4ac-d24e-41c2-9cf3-b1844df1e138,KXHIGHNY-25JAN29-T48,135802.618,3,5.0,48.076,17,83,0,52.1,2.6,-8.9,-10.4,-22.2,-10.2,12.8,68.0,37.2,100,0,32581.27,56.5,27.2,7,0,-1.424,4.024,2.0,0.0,0.0,0,0,0,0,42,17,-205.147,-82.0,-83,1
2025-01-28 10:15:42.818908,f617927d-1c9e-49c3-a1aa-a1f4dd6c9dcc,KXHIGHNY-25JAN29-T48,135797.181,3,5.0,48.076,17,83,1,52.1,2.6,-8.9,-10.4,-22.2,-10.2,12.8,68.0,37.2,100,0,32581.27,56.5,27.2,7,0,-1.424,4.024,2.0,0.0,0.0,0,0,0,0,42,17,-205.147,82.0,83,1
2025-01-28 10:21:25.797660,42d96646-4bfd-416f-83d2-cbcc91e8a7e4,KXHIGHNY-25JAN29-T48,135454.202,6,5.0,48.076,17,83,1,52.1,2.6,-8.9,-10.4,-22.2,-10.2,12.8,68.0,37.2,100,0,32581.27,56.5,27.2,7,0,-1.424,4.024,2.0,0.0,0.0,0,0,0,0,42,17,-205.147,82.0,83,1
2025-01-28 10:21:26.023705,a84b119b-176a-4ac1-82a3-c7894ceba0bf,KXHIGHNY-25JAN29-B43.5,135453.976,18,-1.0,47.413,10,90,0,52.1,8.6,-2.9,-4.4,-16.2,-4.2,12.8,68.0,37.2,100,0,32581.27,56.5,27.2,7,0,3.913,4.687,2.0,0.0,0.0,0,0,10,0,42,17,-228.173,9.0,10,0
2025-01-28 10:21:26.180833,4169172f-c39a-4c0e-88e1-bdb1dbd7e276,KXHIGHNY-25JAN29-B45.5,135453.819,2,1.0,46.82,31,69,0,52.1,6.6,-4.9,-6.4,-18.2,-6.2,12.8,68.0,37.2,100,0,32581.27,56.5,27.2,7,0,1.32,5.28,2.0,0.0,0.0,0,0,10,31,42,17,-334.626,30.0,31,0
2025-01-28 10:25:36.324372,d0ffcf2c-60de-4efc-9525-f5580feb19a3,KXHIGHNY-25JAN29-T48,135203.676,12,5.0,46.898,20,80,0,52.1,2.6,-8.9,-10.4,-22.2,-10.2,12.8,68.0,37.2,100,0,32581.27,56.5,27.2,7,0,-2.602,5.202,2.0,0.0,0.0,0,0,10,31,42,20,-346.376,-79.0,-80,1
2025-01-28 10:25:38.927833,f0037dc6-0c33-467b-a2f4-7ef51d9c8462,KXHIGHNY-25JAN29-B43.5,135201.072,26,-1.0,46.898,10,90,0,52.1,8.6,-2.9,-4.4,-16.2,-4.2,12.8,68.0,37.2,100,0,32581.27,56.5,27.2,7,0,3.398,5.202,2.0,0.0,0.0,0,0,10,31,42,20,-346.376,9.0,10,0
