time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,forecast,yes_price,no_price,taker_side,kalshi_strike_delta,forecast_strike_delta,forecast_bucket_delta,kalshi_forecast_delta,strike_m_3.5,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_3.5,entropy,impact,result,outcome
2025-01-30 10:03:30.600219,5922d47d-a840-4bb7-b810-89682f891cb3,KXHIGHNY-25JAN31-T44,136529.4,10,3.5,44.0,45.1,13,87,1,0.0,1.1,38.9,1.1,0.0,0.0,0.0,0.0,0.0,13.0,-33.344,86.0,87,1
2025-01-30 10:06:09.850542,0fa12fb0-527f-4ac6-b9d9-9eb26ca36ab4,KXHIGHNY-25JAN31-T44,136370.149,10,3.5,44.0,45.1,15,85,1,0.0,1.1,38.9,1.1,0.0,0.0,0.0,0.0,0.0,15.0,-40.621,84.0,85,1
2025-01-30 10:12:27.323097,79966f1f-431b-4ff7-8a67-30976e3b2fb1,KXHIGHNY-25JAN31-B39.5,135992.677,45,-1.0,41.98,45.1,11,89,0,2.48,5.6,35.9,3.12,0.0,0.0,11.0,0.0,0.0,13.5,-61.513,7.0,11,0
2025-01-30 10:12:27.514847,6914b221-8554-4c5d-a289-e69f5bbd2e36,KXHIGHNY-25JAN31-B41.5,135992.485,22,1.0,41.751,45.1,20,80,0,0.251,3.6,37.9,3.349,0.0,0.0,9.9,20.0,0.0,12.15,-112.953,19.0,20,0
2025-01-30 10:12:27.615333,d8557e20-8ed3-4ffd-8561-f2fc00d049b1,KXHIGHNY-25JAN31-B41.5,135992.385,17,1.0,41.739,45.1,20,80,0,0.239,3.6,37.9,3.361,0.0,0.0,8.91,20.0,0.0,10.935,-105.559,19.0,20,0
2025-01-30 10:12:27.765658,56ea4ebd-9d20-4049-81ad-c871b5a09e02,KXHIGHNY-25JAN31-B43.5,135992.234,16,3.0,42.569,45.1,32,68,1,-0.931,1.6,39.9,2.531,0.0,0.0,8.019,18.0,32.0,9.842,-202.128,-31.0,-32,0
2025-01-30 10:12:27.972758,a343bb44-ed18-4eb2-980c-ccb2cc0aa808,KXHIGHNY-25JAN31-T44,135992.027,25,3.5,42.838,45.1,23,77,1,-1.162,1.1,38.9,2.262,0.0,0.0,7.217,16.2,28.8,23.0,-228.277,76.0,77,1
2025-01-30 10:12:27.972758,219bfc0f-6e8c-448c-a469-396d933b4f11,KXHIGHNY-25JAN31-T44,135992.027,10,3.5,42.79,45.1,18,82,1,-1.21,1.1,38.9,2.31,0.0,0.0,6.495,14.58,25.92,18.0,-187.619,81.0,82,1
2025-01-30 10:13:26.007632,4e113e6d-c44a-4096-a019-e1b678e27cd3,KXHIGHNY-25JAN31-T44,135933.992,20,3.5,43.189,45.1,45,55,0,-0.811,1.1,38.9,1.911,0.0,0.0,5.846,13.122,23.328,45.0,-288.877,-54.0,-55,1
2025-01-30 10:15:37.307362,7a0b01f2-e7dc-4ed8-a34b-5e01d4fe94e0,KXHIGHNY-25JAN31-B39.5,135802.693,17,-1.0,43.155,45.1,6,94,1,3.655,5.6,35.9,1.945,0.0,0.0,6.0,11.81,20.995,40.5,-253.726,-1.029,-6,0
2025-01-30 10:15:40.138941,d931306f-762f-4640-bd1a-1de4665e4793,KXHIGHNY-25JAN31-B39.5,135799.861,30,-1.0,43.124,45.1,6,94,0,3.624,5.6,35.9,1.976,0.0,0.0,6.0,10.629,18.896,36.45,-222.478,1.607,6,0
2025-01-30 10:15:41.191353,54f61f82-a0fa-441d-a57c-8d8e4efed2c7,KXHIGHNY-25JAN31-T44,135798.809,30,3.5,43.263,45.1,45,55,0,-0.737,1.1,38.9,1.837,0.0,0.0,5.4,9.566,17.006,45.0,-250.196,-54.0,-55,1
