time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,forecast,yes_price,no_price,taker_side,kalshi_strike_delta,forecast_strike_delta,forecast_bucket_delta,kalshi_forecast_delta,strike_m_3.5,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_3.5,entropy,impact,result,outcome
2025-03-15 10:09:35.944901,c3fd0f3c-7e72-4f4e-bfe0-1e7fe2b833f4,KXHIGHNY-25MAR16-B61.5,136164.055,50,-1.0,61.5,63.4,74,26,1,0.0,1.9,61.6,1.9,0.0,0.0,74.0,0.0,0.0,0.0,-318.501,3.597,26,1
2025-03-15 10:09:35.944901,addd561d-4d9c-4326-bde4-aed4ffa11c09,KXHIGHNY-25MAR16-B61.5,136164.055,34,-1.0,61.5,63.4,60,40,1,0.0,1.9,61.6,1.9,0.0,0.0,60.0,0.0,0.0,0.0,-245.661,17.634,40,1
2025-03-15 10:09:35.944901,aaf1fa58-07a0-4d21-99e8-907d5cf83339,KXHIGHNY-25MAR16-B61.5,136164.055,100,-1.0,61.5,63.4,46,54,1,0.0,1.9,61.6,1.9,0.0,0.0,46.0,0.0,0.0,0.0,-176.118,31.57,54,1
2025-03-15 10:09:35.944901,4ad664e9-05c3-472a-a957-1cfe4af07471,KXHIGHNY-25MAR16-B61.5,136164.055,25,-1.0,61.5,63.4,40,60,1,0.0,1.9,61.6,1.9,0.0,0.0,40.0,0.0,0.0,0.0,-147.555,59.0,60,1
2025-03-15 10:09:35.944901,3a609933-6841-4e5d-a6c8-02b49ea8cd2c,KXHIGHNY-25MAR16-B61.5,136164.055,6,-1.0,61.5,63.4,88,12,1,0.0,1.9,61.6,1.9,0.0,0.0,88.0,0.0,0.0,0.0,-394.006,11.0,12,1
2025-03-15 10:13:04.227791,9fa8bf44-d664-421e-86ae-1c9a8e0fe2d7,KXHIGHNY-25MAR16-B63.5,135955.772,16,1.0,62.049,63.4,30,70,1,-1.451,-0.1,63.6,1.351,0.0,0.0,79.2,30.0,0.0,0.0,-448.296,-29.0,-30,0
2025-03-15 10:13:04.279907,9841bb00-aa0e-4576-b191-99accf2f9cf9,KXHIGHNY-25MAR16-B63.5,135955.72,25,1.0,62.183,63.4,37,63,1,-1.317,-0.1,63.6,1.217,0.0,0.0,71.28,37.0,0.0,0.0,-437.728,-35.879,-37,0
2025-03-15 10:13:04.279907,965a5056-35d7-42c1-902c-9b0a05e74ca3,KXHIGHNY-25MAR16-B63.5,135955.72,12,1.0,62.232,63.4,37,63,1,-1.268,-0.1,63.6,1.168,0.0,0.0,64.152,37.0,0.0,0.0,-400.557,-36.0,-37,0
2025-03-15 10:13:04.458073,fee836be-c1a7-4a8d-8a76-bb30ff501275,KXHIGHNY-25MAR16-B65.5,135955.542,10,3.0,62.612,63.4,12,88,1,-2.888,-2.1,65.6,0.788,0.0,0.0,57.737,33.3,12.0,0.0,-380.728,-8.0,-12,0
2025-03-15 10:13:05.864858,20cab55d-4ddc-49a4-b374-356ba94332b2,KXHIGHNY-25MAR16-B63.5,135954.135,16,1.0,62.666,63.4,36,64,0,-0.834,-0.1,63.6,0.734,0.0,0.0,51.963,36.0,10.8,0.0,-359.988,29.326,36,0
