time,trade_id,ticker,time_to_strike,day_forecast_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,polymk_strike_dev,kalshi_polymk_dev,kalshi_day_forecast_dev,polymk_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,yes_price,no_price,taker_side,count,shift,impact,result,outcome,count_agg_2,yes_price_vol_2,count_vol_2,taker_side_sentiment_2,yes_price_sentiment_2,count_sentiment_2,yes_price_trend_2,count_agg_5,yes_price_vol_5,count_vol_5,taker_side_sentiment_5,yes_price_sentiment_5,count_sentiment_5,yes_price_trend_5,count_agg_15,yes_price_vol_15,count_vol_15,taker_side_sentiment_15,yes_price_sentiment_15,count_sentiment_15,yes_price_trend_15,count_agg_60,yes_price_vol_60,count_vol_60,taker_side_sentiment_60,yes_price_sentiment_60,count_sentiment_60,yes_price_trend_60,count_agg_120,yes_price_vol_120,count_vol_120,taker_side_sentiment_120,yes_price_sentiment_120,count_sentiment_120,yes_price_trend_120
2025-04-19 00:00:47.543573,f5755b5e-a442-47d1-a229-34f80357f2ac,KXHIGHNY-25APR19-T86,86292.456,-2.2,-34.4,32.2,55.1,27.8,100,5,25995.66,9.4,4.3,88,88,0.0,-7.472,7.472,-2.2,5.272,4,0.0,0.0,12,88,0,35,5.0,3.675,12,0,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1
2025-04-19 00:00:47.543573,f3c84cd6-013a-4e46-84a3-f309d092e78b,KXHIGHNY-25APR19-T86,86292.456,-2.2,-34.4,32.2,55.1,27.8,100,5,25995.66,9.4,4.3,88,88,0.0,-7.472,7.472,-2.2,5.272,4,0.0,0.0,14,86,0,2,5.0,5.66,14,0,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1
2025-04-19 00:00:47.543573,40ddef63-a25f-4ca4-a13a-b1674b25ec1e,KXHIGHNY-25APR19-T86,86292.456,-2.2,-34.4,32.2,55.1,27.8,100,5,25995.66,9.4,4.3,88,88,0.0,-7.472,7.472,-2.2,5.272,4,0.0,0.0,15,85,0,12,5.0,6.618,15,0,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1
2025-04-19 00:00:47.543573,2672cc4d-9381-4eec-97b9-1f4fa73f7313,KXHIGHNY-25APR19-T86,86292.456,-2.2,-34.4,32.2,55.1,27.8,100,5,25995.66,9.4,4.3,88,88,0.0,-7.472,7.472,-2.2,5.272,4,0.0,0.0,13,87,0,42,5.0,4.593,13,0,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1,91,1.291,18.857,0.0,13.5,22.75,-1
2025-04-19 00:00:48.541370,ad186ec1-e460-4378-9a92-bcb98b87cdbf,KXHIGHNY-25APR19-B81.5,86291.459,3.8,-28.4,32.2,55.1,27.8,100,5,25995.66,9.4,4.3,88,88,2.053,-1.472,3.525,1.747,5.272,4,0.0,0.0,25,75,0,1,-1.0,22.656,25,0,92,0.0,0.0,0.0,25.0,1.0,0,92,0.0,0.0,0.0,25.0,1.0,0,92,0.0,0.0,0.0,25.0,1.0,0,92,0.0,0.0,0.0,25.0,1.0,0,92,0.0,0.0,0.0,25.0,1.0,0
2025-04-19 00:01:11.148121,8b477176-9ec3-425a-ac2f-f5b0d1b4a48b,KXHIGHNY-25APR19-B83.5,86268.852,1.8,-30.4,32.2,55.1,27.8,100,5,25995.66,9.4,4.3,88,88,0.027,-3.472,3.499,1.773,5.272,4,0.0,0.0,36,64,1,79,1.0,-33.14,-36,0,199,1.414,36.062,1.0,35.0,53.5,2,199,1.414,36.062,1.0,35.0,53.5,2,199,1.414,36.062,1.0,35.0,53.5,2,199,1.414,36.062,1.0,35.0,53.5,2,199,1.414,36.062,1.0,35.0,53.5,2
2025-04-19 00:01:11.148121,730fcecf-a715-40b0-a158-d861886e7a1f,KXHIGHNY-25APR19-B83.5,86268.852,1.8,-30.4,32.2,55.1,27.8,100,5,25995.66,9.4,4.3,88,88,0.028,-3.472,3.5,1.772,5.272,4,0.0,0.0,34,66,1,28,1.0,-31.15,-34,0,199,1.414,36.062,1.0,35.0,53.5,2,199,1.414,36.062,1.0,35.0,53.5,2,199,1.414,36.062,1.0,35.0,53.5,2,199,1.414,36.062,1.0,35.0,53.5,2,199,1.414,36.062,1.0,35.0,53.5,2
2025-04-19 00:01:17.351094,995b141a-eb28-4098-b2e0-51209a3e51d6,KXHIGHNY-25APR19-B81.5,86262.649,3.8,-28.4,32.2,55.1,27.8,100,5,25995.66,9.4,4.3,88,88,2.028,-1.472,3.5,1.772,5.272,4,0.0,0.0,25,75,0,35,-1.0,22.651,25,0,234,0.0,24.042,0.0,25.0,18.0,0,234,0.0,24.042,0.0,25.0,18.0,0,234,0.0,24.042,0.0,25.0,18.0,0,234,0.0,24.042,0.0,25.0,18.0,0,234,0.0,24.042,0.0,25.0,18.0,0
2025-04-19 00:10:57.010231,f49421b2-be9a-4f65-857f-e74a98bac77e,KXHIGHNY-25APR19-B79.5,85682.99,5.8,-26.4,32.2,55.1,27.8,100,5,25995.66,9.4,4.3,88,88,3.867,0.541,3.326,1.933,5.259,4,0.0,0.0,3,97,1,31,-3.0,2.53,-3,0,31,0.0,0.0,1.0,3.0,31.0,0,31,0.0,0.0,1.0,3.0,31.0,0,265,0.0,0.0,1.0,3.0,31.0,0,265,0.0,0.0,1.0,3.0,31.0,0,265,0.0,0.0,1.0,3.0,31.0,0
2025-04-19 00:11:01.111457,d720495c-96fc-4433-bbf7-d0ee364a399a,KXHIGHNY-25APR19-B81.5,85678.889,3.8,-28.4,32.2,55.1,27.8,100,5,25995.66,9.4,4.3,88,88,1.867,-1.459,3.326,1.933,5.259,4,0.0,0.0,25,75,0,6,-1.0,22.644,25,0,37,0.0,0.0,0.0,25.0,6.0,0,37,0.0,0.0,0.0,25.0,6.0,0,271,0.0,18.358,0.0,25.0,14.0,0,271,0.0,18.358,0.0,25.0,14.0,0,271,0.0,18.358,0.0,25.0,14.0,0
