time,trade_id,ticker,time_to_strike,day_forecast_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,polymk_strike_dev,kalshi_polymk_dev,kalshi_day_forecast_dev,polymk_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,yes_price,no_price,taker_side,count,shift,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,polymk_0_strike_m_5.0,polymk_1_strike_m_3.0,polymk_2_strike_m_1.0,polymk_3_strike_p_1.0,polymk_4_strike_p_3.0,polymk_5_strike_p_5.0,impact,result,outcome,count_agg_2,yes_price_vol_2,count_vol_2,taker_side_sentiment_2,yes_price_sentiment_2,count_sentiment_2,yes_price_trend_2,count_agg_5,yes_price_vol_5,count_vol_5,taker_side_sentiment_5,yes_price_sentiment_5,count_sentiment_5,yes_price_trend_5,count_agg_15,yes_price_vol_15,count_vol_15,taker_side_sentiment_15,yes_price_sentiment_15,count_sentiment_15,yes_price_trend_15,count_agg_60,yes_price_vol_60,count_vol_60,taker_side_sentiment_60,yes_price_sentiment_60,count_sentiment_60,yes_price_trend_60,count_agg_120,yes_price_vol_120,count_vol_120,taker_side_sentiment_120,yes_price_sentiment_120,count_sentiment_120,yes_price_trend_120
2025-05-23 00:00:52.222249,f38feaad-e4e2-4d37-828b-9613a6dcfa02,KXHIGHNY-25MAY23-T63,86287.778,-2.5,-16.6,14.1,38.5,18.1,100,4,16697.61,21.6,8.6,100,0,0.0,-2.97,2.97,-2.5,0.47,37,0.0,0.0,44,56,1,6,5.0,0,0,0,0,0,44,59.5,76.5,77.5,88.5,92.0,98.85,-32.854,-44,0,15,0.0,2.121,1.0,44.0,7.5,0,15,0.0,2.121,1.0,44.0,7.5,0,15,0.0,2.121,1.0,44.0,7.5,0,15,0.0,2.121,1.0,44.0,7.5,0,15,0.0,2.121,1.0,44.0,7.5,0
2025-05-23 00:00:52.222249,885badb8-769f-4571-b1a0-4ef590a66448,KXHIGHNY-25MAY23-T63,86287.778,-2.5,-16.6,14.1,38.5,18.1,100,4,16697.61,21.6,8.6,100,0,0.0,-2.97,2.97,-2.5,0.47,37,0.0,0.0,44,56,1,9,5.0,0,0,0,0,0,44,59.5,76.5,77.5,88.5,92.0,98.85,-32.854,-44,0,15,0.0,2.121,1.0,44.0,7.5,0,15,0.0,2.121,1.0,44.0,7.5,0,15,0.0,2.121,1.0,44.0,7.5,0,15,0.0,2.121,1.0,44.0,7.5,0,15,0.0,2.121,1.0,44.0,7.5,0
2025-05-23 00:02:08.296295,3df8f20b-6312-4883-926e-b6375e2ef660,KXHIGHNY-25MAY23-T63,86211.704,-2.5,-16.6,14.1,38.5,18.1,100,4,16697.61,21.6,8.6,100,0,0.0,-2.97,2.97,-2.5,0.47,37,0.0,0.0,44,56,1,5,5.0,0,0,0,0,0,44,59.5,76.5,77.5,88.5,92.0,98.85,-32.535,-44,0,36,0.0,4.967,1.0,44.0,9.0,0,36,0.0,4.967,1.0,44.0,9.0,0,36,0.0,4.967,1.0,44.0,9.0,0,36,0.0,4.967,1.0,44.0,9.0,0,36,0.0,4.967,1.0,44.0,9.0,0
2025-05-23 00:02:08.296295,2204f0e2-2c83-4671-92af-b823c5ae2a9b,KXHIGHNY-25MAY23-T63,86211.704,-2.5,-16.6,14.1,38.5,18.1,100,4,16697.61,21.6,8.6,100,0,0.0,-2.97,2.97,-2.5,0.47,37,0.0,0.0,44,56,1,16,5.0,0,0,0,0,0,44,59.5,76.5,77.5,88.5,92.0,98.85,-32.84,-44,0,36,0.0,4.967,1.0,44.0,9.0,0,36,0.0,4.967,1.0,44.0,9.0,0,36,0.0,4.967,1.0,44.0,9.0,0,36,0.0,4.967,1.0,44.0,9.0,0,36,0.0,4.967,1.0,44.0,9.0,0
2025-05-23 00:02:13.227220,e8cf06d3-de0d-4847-934b-db3cbabe86a4,KXHIGHNY-25MAY23-B62.5,86206.773,-0.5,-14.6,14.1,38.5,18.1,100,4,16697.61,21.6,8.6,100,0,0.967,-0.97,1.937,-1.467,0.47,37,0.0,0.0,47,53,1,2,3.0,0,0,0,0,47,44,59.5,76.5,77.5,88.5,92.0,98.85,40.76,53,1,56,0.707,11.314,1.0,46.5,10.0,1,56,0.707,11.314,1.0,46.5,10.0,1,56,0.707,11.314,1.0,46.5,10.0,1,56,0.707,11.314,1.0,46.5,10.0,1,56,0.707,11.314,1.0,46.5,10.0,1
2025-05-23 00:02:13.227220,78573744-0dc0-4342-97f6-92062f1ffd48,KXHIGHNY-25MAY23-B62.5,86206.773,-0.5,-14.6,14.1,38.5,18.1,100,4,16697.61,21.6,8.6,100,0,0.978,-0.97,1.948,-1.478,0.47,37,0.0,0.0,46,54,1,18,3.0,0,0,0,0,46,44,59.5,76.5,77.5,88.5,92.0,98.85,42.06,54,1,56,0.707,11.314,1.0,46.5,10.0,1,56,0.707,11.314,1.0,46.5,10.0,1,56,0.707,11.314,1.0,46.5,10.0,1,56,0.707,11.314,1.0,46.5,10.0,1,56,0.707,11.314,1.0,46.5,10.0,1
2025-05-23 00:02:25.497929,0c00b47e-ccae-4adb-a35f-f62d94a48ea0,KXHIGHNY-25MAY23-T63,86194.502,-2.5,-16.6,14.1,38.5,18.1,100,4,16697.61,21.6,8.6,100,0,-1.07,-2.97,1.9,-1.43,0.47,37,0.0,0.0,40,60,0,3,5.0,0,0,0,0,46,40,59.5,76.5,77.5,88.5,92.0,98.85,28.536,40,0,59,1.789,5.07,0.8,43.2,7.8,4,59,1.789,5.07,0.8,43.2,7.8,4,59,1.789,5.07,0.8,43.2,7.8,4,59,1.789,5.07,0.8,43.2,7.8,4,59,1.789,5.07,0.8,43.2,7.8,4
2025-05-23 00:05:33.596948,f4942e60-6456-434f-b9b7-34e2dd367d04,KXHIGHNY-25MAY23-B60.5,86006.403,1.5,-12.6,14.1,38.5,18.1,100,4,16697.61,21.6,8.6,100,0,2.653,1.03,1.622,-1.153,0.47,37,0.0,0.0,9,91,0,12,1.0,0,0,0,9,46,40,59.5,76.5,77.5,88.5,92.0,98.85,7.553,9,0,131,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2
2025-05-23 00:05:33.596948,a802eb16-1e6b-4b8c-a7f7-d75896503c30,KXHIGHNY-25MAY23-B60.5,86006.403,1.5,-12.6,14.1,38.5,18.1,100,4,16697.61,21.6,8.6,100,0,2.625,1.03,1.595,-1.125,0.47,37,0.0,0.0,10,90,0,7,1.0,0,0,0,10,46,40,59.5,76.5,77.5,88.5,92.0,98.85,8.57,10,0,131,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2
2025-05-23 00:05:33.596948,9cf3fa83-14fe-4f30-879b-5e88a1fb720f,KXHIGHNY-25MAY23-B60.5,86006.403,1.5,-12.6,14.1,38.5,18.1,100,4,16697.61,21.6,8.6,100,0,2.653,1.03,1.622,-1.153,0.47,37,0.0,0.0,9,91,0,80,1.0,0,0,0,9,46,40,59.5,76.5,77.5,88.5,92.0,98.85,7.596,9,0,131,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2,190,0.957,33.3,0.0,9.75,32.75,-2
