time,trade_id,ticker,time_to_strike,day_forecast_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,polymk_strike_dev,kalshi_polymk_dev,kalshi_day_forecast_dev,polymk_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,yes_price,no_price,taker_side,count,shift,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,polymk_0_strike_m_5.0,polymk_1_strike_m_3.0,polymk_2_strike_m_1.0,polymk_3_strike_p_1.0,polymk_4_strike_p_3.0,polymk_5_strike_p_5.0,impact,result,outcome,count_agg_2,yes_price_vol_2,count_vol_2,taker_side_sentiment_2,yes_price_sentiment_2,count_sentiment_2,yes_price_trend_2,count_agg_5,yes_price_vol_5,count_vol_5,taker_side_sentiment_5,yes_price_sentiment_5,count_sentiment_5,yes_price_trend_5,count_agg_15,yes_price_vol_15,count_vol_15,taker_side_sentiment_15,yes_price_sentiment_15,count_sentiment_15,yes_price_trend_15,count_agg_60,yes_price_vol_60,count_vol_60,taker_side_sentiment_60,yes_price_sentiment_60,count_sentiment_60,yes_price_trend_60,count_agg_120,yes_price_vol_120,count_vol_120,taker_side_sentiment_120,yes_price_sentiment_120,count_sentiment_120,yes_price_trend_120
2025-05-21 23:59:47.314753,a54543dc-4efa-4332-a197-5a086489a5f4,KXHIGHNY-25MAY22-B55.5,86352.685,-4.1,-7.1,3.0,47.2,24.8,100,100,0.0,34.9,12.9,100,75,0.0,-55.5,55.5,-4.1,51.4,100,31.8,0.1,15,85,1,5,1.0,0,0,0,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-9.861,-15,0,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1
2025-05-21 23:59:47.314753,9f370e27-ffd0-4903-929d-1abae5ee456b,KXHIGHNY-25MAY22-B55.5,86352.685,-4.1,-7.1,3.0,47.2,24.8,100,100,0.0,34.9,12.9,100,75,0.0,-55.5,55.5,-4.1,51.4,100,31.8,0.1,16,84,1,3,1.0,0,0,0,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-10.876,-16,0,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1
2025-05-21 23:59:47.314753,2d197979-199b-4dae-8608-7d6ba1f8c22a,KXHIGHNY-25MAY22-B55.5,86352.685,-4.1,-7.1,3.0,47.2,24.8,100,100,0.0,34.9,12.9,100,75,0.0,-55.5,55.5,-4.1,51.4,100,31.8,0.1,14,86,1,24,1.0,0,0,0,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-8.898,-14,0,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1,32,1.0,11.59,1.0,15.0,10.667,1
2025-05-22 00:00:21.204782,395f93b1-c347-47f9-bb71-2497f7fc1f82,KXHIGHNY-25MAY22-B51.5,86318.795,-0.1,-3.3,3.2,47.2,24.8,100,100,0.0,41.4,16.4,100,39,1.217,-51.5,52.717,-1.317,51.4,100,31.8,2.8,32,68,1,2,-3.0,0,32,0,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,49.441,68,1,34,0.0,0.0,1.0,32.0,2.0,0,34,0.0,0.0,1.0,32.0,2.0,0,34,0.0,0.0,1.0,32.0,2.0,0,34,0.0,0.0,1.0,32.0,2.0,0,34,0.0,0.0,1.0,32.0,2.0,0
2025-05-22 00:01:48.922009,8b6381d2-a1ea-4adb-a6f2-3ee08bfb0ce3,KXHIGHNY-25MAY22-B53.5,86231.078,-2.1,-5.3,3.2,47.2,24.8,100,100,0.0,41.4,16.4,100,39,-0.346,-53.5,53.154,-1.754,51.4,100,31.8,2.8,58,42,1,4,-1.0,0,32,58,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-39.068,-58,0,82,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2
2025-05-22 00:01:48.922009,427d493d-814c-45ca-92f5-ee054c6b7575,KXHIGHNY-25MAY22-B53.5,86231.078,-2.1,-5.3,3.2,47.2,24.8,100,100,0.0,41.4,16.4,100,39,-0.346,-53.5,53.154,-1.754,51.4,100,31.8,2.8,58,42,1,42,-1.0,0,32,58,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-39.087,-58,0,82,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2
2025-05-22 00:01:48.922009,1ed792f4-cc8a-4701-8bc7-cf2e48d5f493,KXHIGHNY-25MAY22-B53.5,86231.078,-2.1,-5.3,3.2,47.2,24.8,100,100,0.0,41.4,16.4,100,39,-0.34,-53.5,53.16,-1.76,51.4,100,31.8,2.8,60,40,1,34,-1.0,0,32,60,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-41.1,-60,0,82,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2,114,1.155,20.033,1.0,58.667,26.667,-2
2025-05-22 00:04:34.399055,b2772e19-b44d-4747-8073-da28616a7ce0,KXHIGHNY-25MAY22-B53.5,86065.601,-2.1,-5.3,3.2,47.2,24.8,100,100,0.0,41.4,16.4,100,39,-0.367,-53.5,53.133,-1.733,51.4,100,31.8,2.8,52,48,0,15,-1.0,0,32,52,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32.871,52,0,199,1.0,65.424,0.0,52.0,66.333,-1,313,3.777,48.422,0.5,55.333,46.5,5,313,3.777,48.422,0.5,55.333,46.5,5,313,3.777,48.422,0.5,55.333,46.5,5,313,3.777,48.422,0.5,55.333,46.5,5
2025-05-22 00:04:34.399055,91784e01-2aa2-46f5-9c22-8a2b35b3aa3e,KXHIGHNY-25MAY22-B53.5,86065.601,-2.1,-5.3,3.2,47.2,24.8,100,100,0.0,41.4,16.4,100,39,-0.371,-53.5,53.129,-1.729,51.4,100,31.8,2.8,51,49,0,140,-1.0,0,32,51,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.915,51,0,199,1.0,65.424,0.0,52.0,66.333,-1,313,3.777,48.422,0.5,55.333,46.5,5,313,3.777,48.422,0.5,55.333,46.5,5,313,3.777,48.422,0.5,55.333,46.5,5,313,3.777,48.422,0.5,55.333,46.5,5
2025-05-22 00:04:34.399055,0cb1a80a-19b9-4f52-956f-c7952cc33b6a,KXHIGHNY-25MAY22-B53.5,86065.601,-2.1,-5.3,3.2,47.2,24.8,100,100,0.0,41.4,16.4,100,39,-0.364,-53.5,53.136,-1.736,51.4,100,31.8,2.8,53,47,0,44,-1.0,0,32,53,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.918,53,0,199,1.0,65.424,0.0,52.0,66.333,-1,313,3.777,48.422,0.5,55.333,46.5,5,313,3.777,48.422,0.5,55.333,46.5,5,313,3.777,48.422,0.5,55.333,46.5,5,313,3.777,48.422,0.5,55.333,46.5,5
