time,trade_id,ticker,time_to_strike,day_forecast_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,polymk_strike_dev,kalshi_polymk_dev,kalshi_day_forecast_dev,polymk_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,yes_price,no_price,taker_side,count,shift,impact,result,outcome,count_agg_2,yes_price_vol_2,count_vol_2,taker_side_sentiment_2,yes_price_sentiment_2,count_sentiment_2,yes_price_trend_2,count_agg_5,yes_price_vol_5,count_vol_5,taker_side_sentiment_5,yes_price_sentiment_5,count_sentiment_5,yes_price_trend_5,count_agg_15,yes_price_vol_15,count_vol_15,taker_side_sentiment_15,yes_price_sentiment_15,count_sentiment_15,yes_price_trend_15,count_agg_60,yes_price_vol_60,count_vol_60,taker_side_sentiment_60,yes_price_sentiment_60,count_sentiment_60,yes_price_trend_60,count_agg_120,yes_price_vol_120,count_vol_120,taker_side_sentiment_120,yes_price_sentiment_120,count_sentiment_120,yes_price_trend_120
2025-04-29 00:04:20.294550,bd21b048-5970-43b8-ab90-d863d8486394,KXHIGHNY-25APR29-B82.5,86079.705,-3.0,-25.3,22.3,50.4,25.8,100,0,45655.64,19.1,5.4,0,0,0.0,-7.495,7.495,-3.0,4.495,1,0.0,0.0,30,70,1,9,1.0,-28.282,-30,0,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2
2025-04-29 00:04:20.294550,65ed7081-6c34-4782-a078-2483b9cc56cd,KXHIGHNY-25APR29-B82.5,86079.705,-3.0,-25.3,22.3,50.4,25.8,100,0,45655.64,19.1,5.4,0,0,0.0,-7.495,7.495,-3.0,4.495,1,0.0,0.0,28,72,1,59,1.0,-26.284,-28,0,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2
2025-04-29 00:04:20.294550,436572b0-041a-4f5d-b5d8-65a3d20c0ce2,KXHIGHNY-25APR29-B82.5,86079.705,-3.0,-25.3,22.3,50.4,25.8,100,0,45655.64,19.1,5.4,0,0,0.0,-7.495,7.495,-3.0,4.495,1,0.0,0.0,28,72,1,12,1.0,-26.285,-28,0,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2
2025-04-29 00:04:20.294550,1e2b4515-40e3-44ae-9211-4d755484f69f,KXHIGHNY-25APR29-B82.5,86079.705,-3.0,-25.3,22.3,50.4,25.8,100,0,45655.64,19.1,5.4,0,0,0.0,-7.495,7.495,-3.0,4.495,1,0.0,0.0,28,72,1,4,1.0,-26.48,-28,0,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2,84,1.0,25.547,1.0,28.5,21.0,2
2025-04-29 00:15:02.201186,71a33710-a186-47b7-953a-6273edfda32e,KXHIGHNY-25APR29-B78.5,85437.799,1.0,-21.3,22.3,50.4,25.8,100,0,45655.64,19.1,5.4,0,0,2.154,-3.515,5.669,-1.154,4.515,1,0.0,0.0,24,76,0,2,-3.0,-67.259,-76,1,2,0.0,0.0,0.0,24.0,2.0,0,2,0.0,0.0,0.0,24.0,2.0,0,86,0.0,0.0,0.0,24.0,2.0,0,86,0.0,0.0,0.0,24.0,2.0,0,86,0.0,0.0,0.0,24.0,2.0,0
2025-04-29 00:15:03.498975,ccfb5ee9-11ef-41a9-a9ee-c695b12c9943,KXHIGHNY-25APR29-B78.5,85436.501,1.0,-21.3,22.3,50.4,25.8,100,0,45655.64,19.1,5.4,0,0,2.154,-3.515,5.669,-1.154,4.515,1,0.0,0.0,24,76,0,1,-3.0,-67.251,-76,1,3,0.0,0.707,0.0,24.0,1.5,0,3,0.0,0.707,0.0,24.0,1.5,0,87,0.0,0.707,0.0,24.0,1.5,0,87,0.0,0.707,0.0,24.0,1.5,0,87,0.0,0.707,0.0,24.0,1.5,0
2025-04-29 00:16:09.584644,26029096-1646-4916-abc0-cfc1cc4c6356,KXHIGHNY-25APR29-B78.5,85370.415,1.0,-21.3,22.3,50.4,25.8,100,0,45655.64,19.1,5.4,0,0,1.965,-3.515,5.48,-0.965,4.515,1,0.0,0.0,29,71,1,32,-3.0,62.238,71,1,35,2.887,17.616,0.333,25.667,11.667,-5,35,2.887,17.616,0.333,25.667,11.667,-5,119,2.887,17.616,0.333,25.667,11.667,-5,119,2.887,17.616,0.333,25.667,11.667,-5,119,2.887,17.616,0.333,25.667,11.667,-5
2025-04-29 00:20:14.818270,e30d2d36-1982-4fe0-8a72-dc88079954c2,KXHIGHNY-25APR29-B82.5,85125.182,-3.0,-25.3,22.3,50.4,25.8,100,0,45655.64,19.1,5.4,0,0,-2.035,-7.509,5.474,-0.965,4.509,1,0.0,0.0,28,72,1,2,1.0,-26.278,-28,0,2,0.0,0.0,1.0,28.0,2.0,0,34,0.0,0.0,1.0,28.0,2.0,0,37,0.0,0.0,1.0,28.0,2.0,0,121,0.894,23.7,1.0,28.4,17.2,2,121,0.894,23.7,1.0,28.4,17.2,2
2025-04-29 00:20:15.349586,32b8e94f-74a3-4674-990d-893935c998b0,KXHIGHNY-25APR29-B82.5,85124.65,-3.0,-25.3,22.3,50.4,25.8,100,0,45655.64,19.1,5.4,0,0,-2.035,-7.509,5.474,-0.965,4.509,1,0.0,0.0,28,72,1,1,1.0,-26.278,-28,0,3,0.0,0.707,1.0,28.0,1.5,0,35,0.0,0.707,1.0,28.0,1.5,0,38,0.0,0.707,1.0,28.0,1.5,0,122,0.816,22.206,1.0,28.333,14.5,2,122,0.816,22.206,1.0,28.333,14.5,2
2025-04-29 00:46:24.650222,76419d39-093c-4407-a50e-ff06a8f0b8ca,KXHIGHNY-25APR29-B80.5,83555.35,-1.0,-23.3,22.3,50.4,25.8,100,0,45655.64,19.1,5.4,0,0,-0.02,-5.505,5.486,-0.98,4.505,1,0.0,0.0,45,55,1,9,-1.0,-33.647,-45,0,10,0.0,5.657,1.0,45.0,5.0,0,10,0.0,5.657,1.0,45.0,5.0,0,10,0.0,5.657,1.0,45.0,5.0,0,132,0.0,5.657,1.0,45.0,5.0,0,132,0.0,5.657,1.0,45.0,5.0,0
