time,trade_id,ticker,time_to_strike,day_forecast_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,kalshi_strike_dev,polymk_strike_dev,kalshi_polymk_dev,kalshi_day_forecast_dev,polymk_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,yes_price,no_price,taker_side,count,shift,impact,result,outcome,count_agg_2,yes_price_vol_2,count_vol_2,taker_side_sentiment_2,yes_price_sentiment_2,count_sentiment_2,yes_price_trend_2,count_agg_5,yes_price_vol_5,count_vol_5,taker_side_sentiment_5,yes_price_sentiment_5,count_sentiment_5,yes_price_trend_5,count_agg_15,yes_price_vol_15,count_vol_15,taker_side_sentiment_15,yes_price_sentiment_15,count_sentiment_15,yes_price_trend_15,count_agg_60,yes_price_vol_60,count_vol_60,taker_side_sentiment_60,yes_price_sentiment_60,count_sentiment_60,yes_price_trend_60,count_agg_120,yes_price_vol_120,count_vol_120,taker_side_sentiment_120,yes_price_sentiment_120,count_sentiment_120,yes_price_trend_120
2025-04-14 23:59:51.026390,46c8cb1b-f0fb-45a8-8bb6-4bb37d5ea25f,KXHIGHNY-25APR15-B64.5,86348.974,6.3,-10.5,16.8,0.0,-3.474,3.474,6.3,9.774,39.0,0.7,0.0,30,70,0,2,-1.0,23.784,30,0,2,0.0,0.0,0.0,30.0,2.0,0,2,0.0,0.0,0.0,30.0,2.0,0,2,0.0,0.0,0.0,30.0,2.0,0,2,0.0,0.0,0.0,30.0,2.0,0,2,0.0,0.0,0.0,30.0,2.0,0
2025-04-15 00:00:27.247550,882f27d2-6d70-4c25-853a-9a103a27af95,KXHIGHNY-25APR15-B66.5,86312.752,4.3,-11.9,16.2,-0.8,-5.529,4.729,5.1,9.829,39.0,0.7,0.0,45,55,1,2,1.0,-32.43,-45,0,4,0.0,0.0,1.0,45.0,2.0,0,4,0.0,0.0,1.0,45.0,2.0,0,4,0.0,0.0,1.0,45.0,2.0,0,4,0.0,0.0,1.0,45.0,2.0,0,4,0.0,0.0,1.0,45.0,2.0,0
2025-04-15 00:04:14.399355,b3215f2e-6124-49c0-a3dd-9002dc28294f,KXHIGHNY-25APR15-B66.5,86085.601,4.3,-11.9,16.2,-0.811,-5.529,4.718,5.111,9.829,39.0,0.7,0.0,44,56,0,7,1.0,31.335,44,0,16,0.0,1.414,0.0,44.0,8.0,0,20,0.577,3.606,0.333,44.333,6.0,1,20,0.577,3.606,0.333,44.333,6.0,1,20,0.577,3.606,0.333,44.333,6.0,1,20,0.577,3.606,0.333,44.333,6.0,1
2025-04-15 00:04:14.399355,93832517-948f-4ec7-97c2-65c2660e3bf8,KXHIGHNY-25APR15-B66.5,86085.601,4.3,-11.9,16.2,-0.811,-5.529,4.718,5.111,9.829,39.0,0.7,0.0,44,56,0,9,1.0,31.348,44,0,16,0.0,1.414,0.0,44.0,8.0,0,20,0.577,3.606,0.333,44.333,6.0,1,20,0.577,3.606,0.333,44.333,6.0,1,20,0.577,3.606,0.333,44.333,6.0,1,20,0.577,3.606,0.333,44.333,6.0,1
2025-04-15 00:04:50.077978,87e11af2-3aca-4e93-973b-7d091bd04753,KXHIGHNY-25APR15-B66.5,86049.922,4.3,-11.9,16.2,-0.811,-5.529,4.718,5.111,9.829,39.0,0.7,0.0,44,56,1,2,1.0,-31.204,-44,0,18,0.0,3.606,0.333,44.0,6.0,0,22,0.5,3.559,0.5,44.25,5.0,1,22,0.5,3.559,0.5,44.25,5.0,1,22,0.5,3.559,0.5,44.25,5.0,1,22,0.5,3.559,0.5,44.25,5.0,1
2025-04-15 00:04:59.711708,00b36f9c-913b-4629-86da-07a778c0292d,KXHIGHNY-25APR15-B66.5,86040.288,4.3,-11.9,16.2,-0.822,-5.529,4.707,5.122,9.829,39.0,0.7,0.0,43,57,1,2,1.0,-30.137,-43,0,20,0.5,3.559,0.5,43.75,5.0,1,22,0.707,3.362,0.6,44.0,4.4,2,24,0.707,3.362,0.6,44.0,4.4,2,24,0.707,3.362,0.6,44.0,4.4,2,24,0.707,3.362,0.6,44.0,4.4,2
2025-04-15 00:05:38.481198,43b404c9-6d4b-423d-80f1-561ba6105efe,KXHIGHNY-25APR15-B66.5,86001.519,4.3,-11.9,16.2,-0.833,-5.529,4.695,5.133,9.829,39.0,0.7,0.0,42,58,1,2,1.0,-29.086,-42,0,22,0.894,3.362,0.6,43.4,4.4,2,22,0.894,3.362,0.6,43.4,4.4,2,26,1.033,3.162,0.667,43.667,4.0,3,26,1.033,3.162,0.667,43.667,4.0,3,26,1.033,3.162,0.667,43.667,4.0,3
2025-04-15 00:06:54.184800,9c121f83-8725-4cc0-85fd-215c99089b83,KXHIGHNY-25APR15-B66.5,85925.815,4.3,-11.9,16.2,-0.833,-5.529,4.695,5.133,9.829,39.0,0.7,0.0,42,58,1,2,1.0,-29.07,-42,0,6,0.577,0.0,1.0,42.333,2.0,1,24,0.983,3.162,0.667,43.167,4.0,2,28,1.134,2.984,0.714,43.429,3.714,3,28,1.134,2.984,0.714,43.429,3.714,3,28,1.134,2.984,0.714,43.429,3.714,3
2025-04-15 00:07:10.505753,61d8acdc-39d9-4abd-aa46-3aafd4016d5b,KXHIGHNY-25APR15-B66.5,85909.494,4.3,-11.9,16.2,-0.811,-5.529,4.718,5.111,9.829,39.0,0.7,0.0,44,56,1,5,1.0,-30.949,-44,0,18,1.789,1.517,1.0,43.2,3.6,-4,38,1.333,2.539,0.778,43.444,4.222,-2,42,1.35,2.494,0.8,43.6,4.0,-1,42,1.35,2.494,0.8,43.6,4.0,-1,42,1.35,2.494,0.8,43.6,4.0,-1
2025-04-15 00:07:10.505753,a0b0f46f-2658-49b6-9512-a34b61e992fb,KXHIGHNY-25APR15-B66.5,85909.494,4.3,-11.9,16.2,-0.833,-5.529,4.695,5.133,9.829,39.0,0.7,0.0,42,58,1,5,1.0,-28.737,-42,0,18,1.789,1.517,1.0,43.2,3.6,-4,38,1.333,2.539,0.778,43.444,4.222,-2,42,1.35,2.494,0.8,43.6,4.0,-1,42,1.35,2.494,0.8,43.6,4.0,-1,42,1.35,2.494,0.8,43.6,4.0,-1
