time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,impact,result,outcome
2024-11-12 10:02:37.563212,bfa938ad-8fc0-4456-8a3b-04946584e549,KXHIGHCHI-24NOV13-B52.5,136582.437,8,-3.0,52.5,19,81,1,51.3,-1.2,-8.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,0.0,-1.2,93.0,2.3,0.0,0,19,0,0,0,0,80.0,81,1
2024-11-12 10:03:41.961829,8d05871b-2000-410c-b58f-b1594c14e3c7,KXHIGHCHI-24NOV13-B58.5,136518.038,5,3.0,55.577,20,80,0,51.3,-7.2,-14.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,-2.923,-4.277,93.0,2.3,0.0,0,19,0,0,20,0,19.0,20,0
2024-11-12 10:03:41.965766,944af56b-e27d-4619-9c71-969622a209fd,KXHIGHCHI-24NOV13-B56.5,136518.034,5,1.0,56.096,50,50,0,51.3,-5.2,-12.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,-0.404,-4.796,93.0,2.3,0.0,0,19,0,50,20,0,49.0,50,0
2024-11-12 10:03:41.968810,14cefd03-432e-49d0-ada7-3c6852303bdd,KXHIGHCHI-24NOV13-T52,136518.031,5,-5.0,56.033,1,99,0,51.3,0.8,-6.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,5.533,-4.733,93.0,2.3,0.0,1,19,0,50,20,0,0.0,1,0
2024-11-12 10:03:42.001933,bb3ac861-3b85-42eb-b37d-3749850dac3e,KXHIGHCHI-24NOV13-B54.5,136517.998,5,-1.0,55.604,35,65,0,51.3,-3.2,-10.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,1.104,-4.304,93.0,2.3,0.0,1,19,35,50,20,0,34.0,35,0
2024-11-12 10:03:42.004697,169d8a91-6207-444c-a7c4-d624d76a3b69,KXHIGHCHI-24NOV13-B52.5,136517.995,5,-3.0,56.126,1,99,0,51.3,-1.2,-8.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,3.626,-4.826,93.0,2.3,0.0,1,1,35,50,20,0,-98.0,-99,1
2024-11-12 10:03:42.008232,70ede524-d009-4dff-9c6b-631b6a49b56b,KXHIGHCHI-24NOV13-T59,136517.992,5,5.0,56.167,1,99,0,51.3,-9.2,-16.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,-4.333,-4.867,93.0,2.3,0.0,1,1,35,50,20,1,0.0,1,0
2024-11-12 10:03:42.294227,44fd4b07-9142-41e0-bda3-30ee734a223d,KXHIGHCHI-24NOV13-B52.5,136517.706,5,-3.0,56.167,1,99,0,51.3,-1.2,-8.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,3.667,-4.867,93.0,2.3,0.0,1,1,35,50,20,1,-98.0,-99,1
2024-11-12 10:03:42.296141,d76ad3ca-0eda-45a7-9aa1-d6be0ec8a3d0,KXHIGHCHI-24NOV13-B56.5,136517.704,5,1.0,56.167,50,50,0,51.3,-5.2,-12.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,-0.333,-4.867,93.0,2.3,0.0,1,1,35,50,20,1,49.0,50,0
2024-11-12 10:03:42.296533,4d48dce4-1a7c-4335-b609-38d6f4024534,KXHIGHCHI-24NOV13-T59,136517.703,5,5.0,56.167,1,99,0,51.3,-9.2,-16.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,-4.333,-4.867,93.0,2.3,0.0,1,1,35,50,20,1,0.0,1,0
2024-11-12 10:03:42.326393,43b93a5a-806d-4c33-b0d9-d8e2d9aa7e5b,KXHIGHCHI-24NOV13-T52,136517.674,5,-5.0,56.167,1,99,0,51.3,0.8,-6.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,5.667,-4.867,93.0,2.3,0.0,1,1,35,50,20,1,0.0,1,0
2024-11-12 10:04:38.933922,65a06302-81b4-4707-ac58-52902af9221b,KXHIGHCHI-24NOV13-B56.5,136461.066,20,1.0,56.181,55,45,1,51.3,-5.2,-12.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,-0.319,-4.881,93.0,2.3,0.0,1,1,35,55,20,1,-54.0,-55,0
2024-11-12 10:08:58.988906,176b765d-646a-4724-97dd-f4b4695b96de,KXHIGHCHI-24NOV13-B56.5,136201.011,5,1.0,56.195,60,40,1,51.3,-5.2,-12.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,-0.305,-4.895,93.0,2.3,0.0,1,1,35,60,20,1,-59.0,-60,0
2024-11-12 10:09:16.263723,cd940370-117e-498e-98a6-a153d1e002c8,KXHIGHCHI-24NOV13-B54.5,136183.736,7,-1.0,56.352,25,75,0,51.3,-3.2,-10.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,1.852,-5.052,93.0,2.3,0.0,1,1,25,60,20,1,24.0,25,0
2024-11-12 10:09:25.837533,d0e39a36-b95f-4f87-bb73-4e1543308d5d,KXHIGHCHI-24NOV13-B52.5,136174.162,5,-3.0,56.248,4,96,0,51.3,-1.2,-8.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,3.748,-4.948,93.0,2.3,0.0,1,4,25,60,20,1,-95.0,-96,1
2024-11-12 10:12:24.844221,777ef1b6-cb75-4d03-931e-106de107b8fd,KXHIGHCHI-24NOV13-B52.5,135995.156,5,-3.0,56.181,6,94,1,51.3,-1.2,-8.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,3.681,-4.881,93.0,2.3,0.0,1,6,25,60,20,1,93.0,94,1
2024-11-12 10:12:24.969593,bd3cf31d-9b9c-47b8-9b17-992815a61b5d,KXHIGHCHI-24NOV13-B54.5,135995.03,16,-1.0,55.973,41,59,1,51.3,-3.2,-10.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,1.473,-4.673,93.0,2.3,0.0,1,6,41,60,20,1,-39.95,-41,0
2024-11-12 10:12:24.969593,a3a6862a-ab38-45a3-83cd-ea514288f8dc,KXHIGHCHI-24NOV13-B54.5,135995.03,5,-1.0,56.138,28,72,1,51.3,-3.2,-10.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,1.638,-4.838,93.0,2.3,0.0,1,6,28,60,20,1,-27.0,-28,0
2024-11-12 10:12:24.969593,05440e58-b65a-480f-b8a5-61b7f1d84d28,KXHIGHCHI-24NOV13-B54.5,135995.03,5,-1.0,56.045,35,65,1,51.3,-3.2,-10.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,1.545,-4.745,93.0,2.3,0.0,1,6,35,60,20,1,-34.0,-35,0
2024-11-12 10:12:25.003407,78153f69-29bf-421e-82b8-6713edb9aeec,KXHIGHCHI-24NOV13-B54.5,135994.997,16,-1.0,55.962,42,58,1,51.3,-3.2,-10.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,1.462,-4.662,93.0,2.3,0.0,1,6,42,60,20,1,-40.952,-42,0
2024-11-12 10:12:56.354163,ae7b00b4-0847-4bf8-b091-42e35821ea9c,KXHIGHCHI-24NOV13-B52.5,135963.646,5,-3.0,55.761,14,86,0,51.3,-1.2,-8.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,3.261,-4.461,93.0,2.3,0.0,1,14,42,60,20,1,-85.0,-86,1
2024-11-12 10:13:27.945074,050bc379-cd76-4c2a-96a8-ba32ae13c0b3,KXHIGHCHI-24NOV13-B54.5,135932.055,3,-1.0,55.752,43,57,0,51.3,-3.2,-10.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,1.252,-4.452,93.0,2.3,0.0,1,14,43,60,20,1,41.952,43,0
2024-11-12 10:14:35.372206,b8db387a-4329-454a-a518-1f16c290e229,KXHIGHCHI-24NOV13-B56.5,135864.628,5,1.0,55.58,34,66,1,51.3,-5.2,-12.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,-0.92,-4.28,93.0,2.3,0.0,1,14,43,34,20,1,-33.0,-34,0
2024-11-12 10:15:05.250276,64a67993-a60f-4155-84f4-5a6712e1be24,KXHIGHCHI-24NOV13-B52.5,135834.75,3,-3.0,55.58,14,86,0,51.3,-1.2,-8.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,3.08,-4.28,93.0,2.3,0.0,1,14,43,34,20,1,-85.0,-86,1
2024-11-12 10:15:49.042234,2727f6ed-e373-4af7-8c06-dba49c3773f3,KXHIGHCHI-24NOV13-B52.5,135790.958,9,-3.0,55.4,21,79,1,51.3,-1.2,-8.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,2.9,-4.1,93.0,2.3,0.0,1,21,43,34,20,1,77.831,79,1
2024-11-12 10:16:24.128943,7804020b-0e20-441d-b913-b14ec7fc6128,KXHIGHCHI-24NOV13-B56.5,135755.871,2,1.0,55.4,34,66,1,51.3,-5.2,-12.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,-1.1,-4.1,93.0,2.3,0.0,1,21,43,34,20,1,-33.0,-34,0
2024-11-12 10:27:03.103974,cc8bb954-0a07-4995-bd67-edba6f9a03df,KXHIGHCHI-24NOV13-B52.5,135116.896,12,-3.0,55.58,14,86,0,51.3,-1.2,-8.1,6.9,50.0,31.2,100,0,25622.22,27.7,21.7,100,0,3.08,-4.28,93.0,2.3,0.0,1,14,43,34,20,1,-84.837,-86,1
2024-11-12 11:29:44.425963,03e19f35-25df-405a-8590-fd9afdd1f187,KXHIGHCHI-24NOV13-B56.5,131355.574,4,1.0,55.619,39,61,1,51.3,-5.2,-11.9,6.7,50.0,31.2,100,0,25622.22,20.9,15.8,100,0,-0.881,-4.319,93.0,2.3,0.0,1,14,43,39,20,1,-38.0,-39,0
2024-11-12 11:42:38.384251,c4f7699a-844e-4a6c-9ae5-262d80b5ee78,KXHIGHCHI-24NOV13-B58.5,130581.616,100,3.0,55.437,13,87,1,51.3,-7.2,-13.9,6.7,50.0,31.2,100,0,25622.22,20.9,15.8,100,0,-3.063,-4.137,93.0,2.3,0.0,1,14,43,39,13,1,-12.0,-13,0
2024-11-12 11:43:06.690425,b2d8c939-f581-4520-a45a-6b4959714e4a,KXHIGHCHI-24NOV13-B58.5,130553.31,200,3.0,55.464,14,86,1,51.3,-7.2,-13.9,6.7,50.0,31.2,100,0,25622.22,20.9,15.8,100,0,-3.036,-4.164,93.0,2.3,0.0,1,14,43,39,14,1,-13.0,-14,0
2024-11-12 11:56:22.758697,abf4c0e7-dbd4-46b0-82fb-afd11f81545f,KXHIGHCHI-24NOV13-B56.5,129757.241,50,1.0,55.455,38,62,1,51.3,-5.2,-11.9,6.7,50.0,31.2,100,0,25622.22,20.9,15.8,100,0,-1.045,-4.155,93.0,2.3,0.0,1,14,43,38,14,1,-36.937,-38,0
2024-11-12 12:30:21.751171,ed234896-c078-44cf-a208-be5619240d6b,KXHIGHCHI-24NOV13-B54.5,127718.249,1,-1.0,55.455,43,57,0,51.3,-3.2,-10.2,7.0,50.0,31.2,100,0,25622.22,22.7,19.8,100,0,0.955,-4.155,93.0,2.3,0.0,1,14,43,38,14,1,41.957,43,0
2024-11-12 12:30:21.996201,5afc9f8c-9f79-4eab-bb1f-788266fba3ae,KXHIGHCHI-24NOV13-B56.5,127718.004,1,1.0,55.395,32,68,0,51.3,-5.2,-12.2,7.0,50.0,31.2,100,0,25622.22,22.7,19.8,100,0,-1.105,-4.095,93.0,2.3,0.0,1,14,43,32,14,1,30.522,32,0
2024-11-12 12:58:24.592013,47aa469d-af1b-43a6-8f25-e13ec9533e5f,KXHIGHCHI-24NOV13-B58.5,126035.408,12,3.0,55.395,14,86,0,51.3,-7.2,-14.2,7.0,50.0,31.2,100,0,25622.22,22.7,19.8,100,0,-3.105,-4.095,93.0,2.3,0.0,1,14,43,32,14,1,13.0,14,0
2024-11-12 13:01:10.147294,8b937ee3-d5db-4049-94f1-79d14f57e42e,KXHIGHCHI-24NOV13-B58.5,125869.853,100,3.0,55.425,15,85,1,51.3,-7.2,-14.2,7.0,50.0,31.2,100,0,25622.22,22.3,15.7,100,0,-3.075,-4.125,93.0,2.3,0.0,1,14,43,32,15,1,-14.0,-15,0
2024-11-12 13:01:10.147294,3743142a-28d1-4bc6-a5a1-0a3221841d49,KXHIGHCHI-24NOV13-B58.5,125869.853,100,3.0,55.425,15,85,1,51.3,-7.2,-14.2,7.0,50.0,31.2,100,0,25622.22,22.3,15.7,100,0,-3.075,-4.125,93.0,2.3,0.0,1,14,43,32,15,1,-14.0,-15,0
