time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,forecast,yes_price,no_price,taker_side,kalshi_strike_delta,forecast_strike_delta,kalshi_forecast_delta,strike_m_3.5,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_3.5,entropy,impact,result,outcome
2025-03-31 10:15:24.527794,2a87879e-5d9c-4c59-ba23-10f258a9ef30,KXHIGHCHI-25APR01-T49,135815.472,10,3.5,49.0,44.4,16,84,1,0.0,-4.6,-4.6,0.0,0.0,0.0,0.0,0.0,16.0,-44.361,-15.0,-16,0
2025-03-31 10:15:28.724980,5e548f07-c836-4271-92ce-04e59f97d02c,KXHIGHCHI-25APR01-T49,135811.275,10,3.5,49.0,44.4,16,84,0,0.0,-4.6,-4.6,0.0,0.0,0.0,0.0,0.0,16.0,-44.361,13.04,16,0
2025-03-31 10:15:36.201200,9a207ca2-1de1-4b41-aa84-571a6a1b7ac7,KXHIGHCHI-25APR01-B44.5,135803.799,1,-1.0,46.782,44.4,14,86,1,2.282,-0.1,-2.382,0.0,0.0,14.0,0.0,0.0,14.4,-75.355,-13.0,-14,0
2025-03-31 10:59:08.577293,534fe2b4-74fd-4c41-a52a-891da2af5e81,KXHIGHCHI-25APR01-B48.5,133191.423,47,3.0,47.723,44.4,31,69,0,-0.777,-4.1,-3.323,0.0,0.0,12.6,0.0,31.0,12.96,-171.58,29.0,31,0
2025-03-31 12:50:35.478298,af865f69-fedc-4c1c-ac76-165d84992ec9,KXHIGHCHI-25APR01-B46.5,126504.522,12,1.0,47.201,44.4,38,62,1,0.701,-2.1,-2.801,0.0,0.0,11.34,38.0,27.9,11.664,-287.287,55.0,62,1
2025-03-31 16:20:56.547008,24b7da66-61b0-4b6a-98c0-02de65293896,KXHIGHCHI-25APR01-B48.5,113883.453,20,3.0,47.275,44.4,30,70,0,-1.225,-4.1,-2.875,0.0,0.0,10.206,34.2,30.0,10.498,-271.228,27.689,30,0
2025-03-31 16:25:32.890585,f2216ab5-4347-4143-a8b5-319cc66fc9f5,KXHIGHCHI-25APR01-B48.5,113607.109,15,3.0,47.322,44.4,30,70,0,-1.178,-4.1,-2.922,0.0,0.0,9.185,30.78,30.0,9.448,-249.102,26.392,30,0
2025-03-31 18:05:36.636035,a3fa2797-ab26-4077-a33e-1e753af1d68a,KXHIGHCHI-25APR01-B48.5,107603.364,15,3.0,47.399,44.4,32,68,1,-1.101,-4.1,-2.999,0.0,0.0,8.267,27.702,32.0,8.503,-238.578,-28.061,-32,0
2025-03-31 18:42:30.153390,43c12959-3a3d-41fb-a75e-1a3678ed3f8a,KXHIGHCHI-25APR01-B48.5,105389.847,9,3.0,47.402,44.4,29,71,0,-1.098,-4.1,-3.002,0.0,0.0,7.44,24.932,29.0,7.653,-208.341,24.689,29,0
2025-03-31 18:42:47.591582,6d3a1d7a-1f46-4fde-b6b6-830e77d8f8b4,KXHIGHCHI-25APR01-T49,105372.408,10,3.5,47.523,44.4,12,88,0,-1.477,-4.6,-3.123,0.0,0.0,6.696,22.439,26.1,12.0,-197.49,9.819,12,0
2025-03-31 18:55:44.410166,9bfa87ce-b18b-40b3-9593-dedcaa7d80a0,KXHIGHCHI-25APR01-T49,104595.59,10,3.5,47.619,44.4,15,85,0,-1.381,-4.6,-3.219,0.0,0.0,6.027,20.195,23.49,15.0,-186.287,12.884,15,0
2025-03-31 19:00:36.080288,1d16ba1b-a385-4f52-b85d-a5df269d1a1e,KXHIGHCHI-25APR01-T49,104303.92,10,3.5,47.698,44.4,17,83,0,-1.302,-4.6,-3.298,0.0,0.0,5.424,18.175,21.141,17.0,-174.551,14.897,17,0
2025-03-31 19:15:41.196783,d308441e-1088-4a1a-baf7-ddf1ac23bb74,KXHIGHCHI-25APR01-B48.5,103398.803,15,3.0,47.859,44.4,33,67,0,-0.641,-4.1,-3.459,0.0,0.0,4.881,16.358,33.0,15.3,-210.575,28.407,33,0
2025-03-31 19:21:30.409261,5204cf02-d85d-4e22-a97d-5d7bfe7d831e,KXHIGHCHI-25APR01-B46.5,103049.591,57,1.0,47.49,44.4,38,62,1,0.99,-2.1,-3.09,0.0,0.0,4.393,38.0,29.7,13.77,-281.56,55.0,62,1
2025-03-31 19:21:49.275360,b713bbd0-16ee-4c43-ad8b-565db8624d0d,KXHIGHCHI-25APR01-B46.5,103030.725,119,1.0,47.432,44.4,39,61,1,0.932,-2.1,-3.032,0.0,0.0,3.954,39.0,26.73,12.393,-267.338,54.0,61,1
2025-03-31 19:22:50.956428,3e20bfae-938d-45de-9ee3-9d03ad1918e6,KXHIGHCHI-25APR01-B44.5,102969.044,50,-1.0,47.132,44.4,12,88,0,2.632,-0.1,-2.732,0.0,0.0,12.0,35.1,24.057,11.154,-258.123,11.0,12,0
2025-03-31 19:23:19.566676,61e636f8-cdd4-4222-8fc9-0772f93b50ab,KXHIGHCHI-25APR01-B48.5,102940.433,50,3.0,47.27,44.4,30,70,0,-1.23,-4.1,-2.87,0.0,0.0,10.8,31.59,30.0,10.038,-259.963,25.335,30,0
2025-03-31 19:23:31.787527,7a5f2541-446e-457a-b4ad-5596f5dc21a9,KXHIGHCHI-25APR01-B48.5,102928.212,72,3.0,47.303,44.4,29,71,0,-1.197,-4.1,-2.903,0.0,0.0,9.72,28.431,29.0,9.034,-234.814,24.015,29,0
2025-03-31 19:24:01.083378,adc98a16-4eb1-4221-b725-e2eda93493dc,KXHIGHCHI-25APR01-T49,102898.917,50,3.5,47.393,44.4,12,88,0,-1.607,-4.6,-2.993,0.0,0.0,8.748,25.588,26.1,12.0,-216.887,9.9,12,0
2025-03-31 19:24:12.719771,75001de1-e26a-4ad1-8da0-25202ad30a90,KXHIGHCHI-25APR01-T49,102887.28,19,3.5,47.398,44.4,11,89,0,-1.602,-4.6,-2.998,0.0,0.0,7.873,23.029,23.49,11.0,-189.008,8.92,11,0
2025-03-31 19:24:12.719771,45549a23-cb46-427f-a5cd-28bf17ba74c8,KXHIGHCHI-25APR01-T49,102887.28,15,3.5,47.428,44.4,11,89,0,-1.572,-4.6,-3.028,0.0,0.0,7.086,20.726,21.141,11.0,-167.587,8.909,11,0
2025-03-31 20:02:21.570235,a890f15d-df70-4fe5-93f6-bcafc2230922,KXHIGHCHI-25APR01-B44.5,100598.43,38,-1.0,46.707,44.4,24,76,1,2.207,-0.1,-2.307,0.0,0.0,24.0,18.654,19.027,9.9,-209.601,-23.0,-24,0
2025-03-31 20:50:08.386930,4aefcb8f-67ed-4d3e-a74d-501dd4ddb1d6,KXHIGHCHI-25APR01-B46.5,97731.613,40,1.0,46.65,44.4,41,59,1,0.15,-2.1,-2.25,0.0,0.0,21.6,41.0,17.124,8.91,-286.756,52.702,59,1
2025-03-31 22:12:11.987121,eea73caa-37c3-497d-b09e-ca5fc1729d85,KXHIGHCHI-25APR01-B48.5,92808.013,16,3.0,47.03,44.4,36,64,1,-1.47,-4.1,-2.63,0.0,0.0,19.44,36.9,36.0,8.019,-336.529,-26.781,-36,0
2025-03-31 22:12:11.987121,db2bf6d0-9022-4bab-940f-beedcdb6925d,KXHIGHCHI-25APR01-B48.5,92808.013,16,3.0,47.101,44.4,37,63,1,-1.399,-4.1,-2.701,0.0,0.0,17.496,33.21,37.0,7.217,-314.271,-28.682,-37,0
2025-03-31 22:12:11.987121,860f2b0b-3266-4814-b2e3-9e244415f1c0,KXHIGHCHI-25APR01-B48.5,92808.013,240,3.0,47.203,44.4,40,60,1,-1.297,-4.1,-2.803,0.0,0.0,15.746,29.889,40.0,6.495,-304.663,-32.255,-40,0
2025-03-31 22:12:11.987121,74cdb714-cfad-45c9-955e-87b154a49a6f,KXHIGHCHI-25APR01-B48.5,92808.013,51,3.0,47.203,44.4,36,64,1,-1.297,-4.1,-2.803,0.0,0.0,14.172,26.9,36.0,5.846,-265.46,-28.311,-36,0
2025-03-31 22:12:11.987121,6ea12b52-2213-4afc-b382-59c1fba2bc12,KXHIGHCHI-25APR01-B48.5,92808.013,299,3.0,47.293,44.4,38,62,1,-1.207,-4.1,-2.893,0.0,0.0,12.755,24.21,38.0,5.261,-256.588,-30.437,-38,0
2025-03-31 22:12:11.987121,4986bbae-35b2-4cbe-90f2-72e921da08e1,KXHIGHCHI-25APR01-B48.5,92808.013,240,3.0,47.354,44.4,38,62,1,-1.146,-4.1,-2.954,0.0,0.0,11.479,21.789,38.0,4.735,-240.748,-32.649,-38,0
2025-03-31 22:12:26.291086,e9db8c89-15d4-4c90-aee0-55b6dc640a78,KXHIGHCHI-25APR01-B48.5,92793.709,240,3.0,47.414,44.4,38,62,1,-1.086,-4.1,-3.014,0.0,0.0,10.331,19.61,38.0,4.262,-226.892,-22.373,-38,0
2025-03-31 22:12:26.291086,d534e43a-f126-4ac9-9649-72bbdf9964f6,KXHIGHCHI-25APR01-B48.5,92793.709,240,3.0,47.503,44.4,40,60,1,-0.997,-4.1,-3.103,0.0,0.0,9.298,17.649,40.0,3.835,-224.109,-25.289,-40,0
2025-03-31 22:12:26.291086,0a482cc6-a640-42d0-a17b-36d13cc216d6,KXHIGHCHI-25APR01-B48.5,92793.709,31,3.0,47.503,44.4,36,64,1,-0.997,-4.1,-3.103,0.0,0.0,8.368,15.884,36.0,3.452,-194.986,-23.652,-36,0
2025-03-31 22:13:12.691877,1f54f3ef-82e8-470f-9625-209486bc519a,KXHIGHCHI-25APR01-B48.5,92747.308,200,3.0,47.743,44.4,41,59,1,-0.757,-4.1,-3.343,0.0,0.0,6.1,11.58,41.0,2.516,-193.972,-24.663,-41,0
2025-03-31 22:13:12.691877,81e37da5-56f8-4057-86ae-f51fc762401a,KXHIGHCHI-25APR01-B48.5,92747.308,110,3.0,47.633,44.4,41,59,1,-0.867,-4.1,-3.233,0.0,0.0,7.531,14.296,41.0,3.107,-209.011,-23.894,-41,0
2025-03-31 22:13:12.691877,666745df-a8ad-44fb-986b-d841fe4e56e1,KXHIGHCHI-25APR01-B48.5,92747.308,50,3.0,47.676,44.4,40,60,1,-0.824,-4.1,-3.276,0.0,0.0,6.778,12.866,40.0,2.796,-196.27,-23.329,-40,0
2025-03-31 22:22:29.831299,73740525-63c2-45ba-81e3-6f62dcb83c06,KXHIGHCHI-25APR01-B44.5,92190.169,21,-1.0,47.498,44.4,10,90,0,2.998,-0.1,-3.098,0.0,0.0,10.0,10.422,36.9,2.265,-182.447,9.0,10,0
2025-03-31 22:22:36.945807,018ae1fa-348b-4749-bdd9-d5848b8ebfcd,KXHIGHCHI-25APR01-T49,92183.054,14,3.5,48.057,44.4,20,80,1,-0.943,-4.6,-3.657,0.0,0.0,5.314,5.538,19.61,20.0,-136.633,-18.003,-20,0
2025-03-31 22:22:36.945807,f457b98f-2b73-4b57-9b87-3fb1c4effea2,KXHIGHCHI-25APR01-T49,92183.054,10,3.5,47.859,44.4,19,81,1,-1.141,-4.6,-3.459,0.0,0.0,9.0,9.379,33.21,19.0,-213.045,-17.508,-19,0
2025-03-31 22:22:36.945807,f0f0b86a-b368-410f-b488-73fae6740c2a,KXHIGHCHI-25APR01-T49,92183.054,34,3.5,47.875,44.4,18,82,1,-1.125,-4.6,-3.475,0.0,0.0,8.1,8.442,29.889,18.0,-188.526,-16.55,-18,0
2025-03-31 22:22:36.945807,99fd3194-7eb2-4f3a-bd2d-e3df962b6e37,KXHIGHCHI-25APR01-T49,92183.054,50,3.5,47.89,44.4,17,83,1,-1.11,-4.6,-3.49,0.0,0.0,7.29,7.597,26.9,17.0,-166.611,-15.576,-17,0
2025-03-31 22:22:36.945807,6392d80f-256b-46e3-ab2c-92fd15c739d3,KXHIGHCHI-25APR01-T49,92183.054,200,3.5,47.963,44.4,19,81,1,-1.037,-4.6,-3.563,0.0,0.0,6.561,6.838,24.21,19.0,-158.583,-17.436,-19,0
2025-03-31 22:22:36.945807,046b679b-dbbd-4c1e-ad3b-093824baddb5,KXHIGHCHI-25APR01-T49,92183.054,240,3.5,48.019,44.4,20,80,1,-0.981,-4.6,-3.619,0.0,0.0,5.905,6.154,21.789,20.0,-148.724,-18.003,-20,0
2025-03-31 22:23:33.821551,125e32ca-a3fe-4831-b55f-168530b903a1,KXHIGHCHI-25APR01-B44.5,92126.178,1,-1.0,47.48,44.4,11,89,1,2.98,-0.1,-3.08,0.0,0.0,11.0,4.038,14.296,14.58,-109.108,-10.0,-11,0
2025-03-31 22:23:33.821551,193572b9-3a39-481b-a1a6-4a749de5b6cd,KXHIGHCHI-25APR01-B44.5,92126.178,6,-1.0,47.557,44.4,11,89,1,3.057,-0.1,-3.157,0.0,0.0,11.0,4.486,15.884,16.2,-122.153,-10.0,-11,0
2025-03-31 22:23:33.821551,860f11cd-9472-460f-8975-fde8242e8406,KXHIGHCHI-25APR01-B44.5,92126.178,9,-1.0,47.629,44.4,11,89,1,3.129,-0.1,-3.229,0.0,0.0,11.0,4.985,17.649,18.0,-137.076,-10.0,-11,0
2025-03-31 22:24:56.419454,b0974fe3-8ad1-4f34-9595-c0b9b4807fe7,KXHIGHCHI-25APR01-T49,92043.581,30,3.5,47.677,44.4,19,81,1,-1.323,-4.6,-3.277,0.0,0.0,9.9,3.634,12.866,19.0,-116.197,-17.468,-19,0
2025-03-31 22:26:39.920786,a98f6b83-606a-4e1a-9517-f99b7206f831,KXHIGHCHI-25APR01-T49,91940.079,50,3.5,47.765,44.4,20,80,1,-1.235,-4.6,-3.365,0.0,0.0,8.91,3.27,11.58,20.0,-111.639,-18.292,-20,0
2025-03-31 22:26:39.920786,7e56d5b9-3bb7-4497-aab5-9f42bb3424c4,KXHIGHCHI-25APR01-T49,91940.079,26,3.5,47.824,44.4,20,80,1,-1.176,-4.6,-3.424,0.0,0.0,8.019,2.943,10.422,20.0,-104.213,-18.378,-20,0
2025-03-31 22:27:16.099046,e83dacdd-ca89-470e-8be8-b383d5125c02,KXHIGHCHI-25APR01-T49,91903.901,140,3.5,47.938,44.4,22,78,1,-1.062,-4.6,-3.538,0.0,0.0,7.217,2.649,9.379,22.0,-105.844,-19.139,-22,0
2025-03-31 22:27:16.099046,060947ac-a57f-498e-b464-237c1da358ec,KXHIGHCHI-25APR01-T49,91903.901,10,3.5,47.972,44.4,21,79,1,-1.028,-4.6,-3.572,0.0,0.0,6.495,2.384,8.442,21.0,-96.167,-18.385,-21,0
2025-03-31 22:37:05.162736,c6dcd051-fb63-4d86-bae2-b7c4e15ba7ba,KXHIGHCHI-25APR01-B48.5,91314.837,18,3.0,48.235,44.4,42,58,1,-0.265,-4.1,-3.835,0.0,0.0,5.846,2.146,42.0,18.9,-224.493,-24.531,-42,0
2025-03-31 22:37:31.905635,1327d0cc-a9fd-442a-94e3-f9ade014e8d6,KXHIGHCHI-25APR01-B46.5,91288.094,100,1.0,47.695,44.4,30,70,0,1.195,-2.1,-3.295,0.0,0.0,5.261,30.0,37.8,17.01,-296.276,-64.392,-70,1
