time,trade_id,ticker,time_to_strike,count,shift,kalshi_fair,yes_price,no_price,taker_side,day_forecast_high,day_forecast_strike_dev,current_forecast_strike_dev,day_current_forecast_dev,day_wind_gusts_max,day_wind_speed_max,day_cloud_cover_max,day_cloud_cover_min,day_sunshine_duration,hour_wind_gusts,hour_wind_speed,hour_cloud_cover,hour_cloud_cover_high,kalshi_strike_dev,kalshi_day_forecast_dev,day_forecast_percipitation,day_forecast_rain,hour_forecast_rain,strike_m_5.0,strike_m_3.0,strike_m_1.0,strike_p_1.0,strike_p_3.0,strike_p_5.0,impact,result,outcome
2024-11-17 10:01:32.127967,9dfc140e-2902-4a5d-977f-7b01bfc63923,KXHIGHCHI-24NOV18-B53.5,136647.872,11,-3.0,53.5,10,90,1,55.4,1.9,-7.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,0.0,1.9,92.0,8.2,0.0,0,10,0,0,0,0,-9.0,-10,0
2024-11-17 10:03:12.048126,cd95ceb5-5067-4d2f-a246-d7d78091d788,KXHIGHCHI-24NOV18-T60,136547.952,81,5.0,55.346,3,97,0,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-6.154,0.054,92.0,8.2,0.0,0,10,0,0,0,3,-96.0,-97,1
2024-11-17 10:03:12.048126,80374563-8c89-4650-9639-d51c9f5763b3,KXHIGHCHI-24NOV18-T60,136547.952,73,5.0,55.786,4,96,0,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.714,-0.386,92.0,8.2,0.0,0,10,0,0,0,4,-95.0,-96,1
2024-11-17 10:03:12.048126,76a90b88-4411-4a47-be3f-785803b765f1,KXHIGHCHI-24NOV18-T60,136547.952,120,5.0,54.227,1,99,0,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-7.273,1.173,92.0,8.2,0.0,0,10,0,0,0,1,-98.0,-99,1
2024-11-17 10:04:38.285357,b32dd89d-c8a6-45ae-b720-4292fbfe10c1,KXHIGHCHI-24NOV18-B55.5,136461.715,12,-1.0,55.048,20,80,1,55.4,-0.1,-9.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-0.452,0.352,92.0,8.2,0.0,0,10,20,0,0,1,-19.0,-20,0
2024-11-17 10:04:38.285357,324d6634-98cd-45dd-98f9-b00461f58604,KXHIGHCHI-24NOV18-B55.5,136461.715,9,-1.0,55.344,79,21,1,55.4,-0.1,-9.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-0.156,0.056,92.0,8.2,0.0,0,10,79,0,0,1,-78.0,-79,0
2024-11-17 10:12:24.919906,f9951b59-f2f4-4b00-a2da-4a8c52b4b37f,KXHIGHCHI-24NOV18-T60,135995.08,100,5.0,55.344,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-6.156,0.056,92.0,8.2,0.0,0,10,79,0,0,1,98.0,99,1
2024-11-17 10:12:24.962827,9709308b-3e57-4817-bb79-9c4755beeb25,KXHIGHCHI-24NOV18-T60,135995.037,100,5.0,55.344,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-6.156,0.056,92.0,8.2,0.0,0,10,79,0,0,1,98.0,99,1
2024-11-17 10:12:25.001201,3675f3fd-0f2a-4898-b466-77c5b1d633cc,KXHIGHCHI-24NOV18-T60,135994.999,100,5.0,55.344,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-6.156,0.056,92.0,8.2,0.0,0,10,79,0,0,1,98.0,99,1
2024-11-17 10:12:25.268468,a4c89978-ca91-4182-a4e5-587bc2a0259a,KXHIGHCHI-24NOV18-B57.5,135994.732,75,1.0,55.948,35,65,0,55.4,-2.1,-11.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-1.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,34.0,35,0
2024-11-17 10:12:37.178009,9f04ba44-9aab-4315-a44b-53eff2124fd7,KXHIGHCHI-24NOV18-T60,135982.822,100,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:12:37.221386,8e1e313a-6a31-4981-a43f-3ab390d668b7,KXHIGHCHI-24NOV18-T60,135982.779,200,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:12:37.260857,2c2809fc-f587-411f-aa39-70e19d68e646,KXHIGHCHI-24NOV18-T60,135982.739,100,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:12:47.438015,67578e1a-7156-420c-9ce9-5ccf82b97cc9,KXHIGHCHI-24NOV18-T60,135972.562,80,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:12:47.479365,e190e54a-4249-427b-a95d-f018118015c0,KXHIGHCHI-24NOV18-T60,135972.521,80,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:12:47.518615,05e31b82-0fc1-4756-95d2-ca7bb918fcc1,KXHIGHCHI-24NOV18-T60,135972.481,80,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:16:28.929123,dc1f1b74-c010-436b-9628-94dd46d21bc7,KXHIGHCHI-24NOV18-T60,135751.071,200,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:16:28.971253,c609ec31-9588-410d-b98b-a97690b4e1d2,KXHIGHCHI-24NOV18-T60,135751.029,100,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:16:29.010091,707934c3-daaa-4eb1-ac4d-561910c7d6cf,KXHIGHCHI-24NOV18-T60,135750.99,100,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:16:37.070578,8b51790c-dc3b-4aa4-a69b-d728241c7b61,KXHIGHCHI-24NOV18-T60,135742.929,100,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:16:37.115804,103e3d86-59c2-4656-99f5-f8418f805c4a,KXHIGHCHI-24NOV18-T60,135742.884,200,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:16:37.159675,dc0c305c-112a-43dd-950c-b99a9d4d1296,KXHIGHCHI-24NOV18-T60,135742.84,100,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:16:47.540258,e270cba5-342e-401c-9266-d1261e548fff,KXHIGHCHI-24NOV18-T60,135732.46,80,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
2024-11-17 10:16:47.579480,63c9d374-c652-48b4-bc08-dc13329a2f23,KXHIGHCHI-24NOV18-T60,135732.421,80,5.0,55.948,1,99,1,55.4,-6.1,-15.0,8.9,49.0,26.2,100,35,0.0,36.0,9.7,97,97,-5.552,-0.548,92.0,8.2,0.0,0,10,79,35,0,1,98.0,99,1
